particle,fluid,phi,T,size,k_ratio
Al2O3,40:60 EG/W,0.005,30,3e-08,1.01456238528037
Al2O3,40:60 EG/W,0.01,30,3e-08,1.02926683553909
Al2O3,40:60 EG/W,0.015,30,3e-08,1.04411543986251
Al2O3,40:60 EG/W,0.02,30,3e-08,1.05911032849914
Al2O3,40:60 EG/W,0.025,30,3e-08,1.07425367387852
Al2O3,40:60 EG/W,0.03,30,3e-08,1.08954769166044
Al2O3,40:60 EG/W,0.035,30,3e-08,1.10499464181558
Al2O3,40:60 EG/W,0.04,30,3e-08,1.12059682973888
Al2O3,40:60 EG/W,0.045,30,3e-08,1.13635660739649
Al2O3,40:60 EG/W,0.05,30,3e-08,1.15227637450775
Al2O3,40:60 EG/W,0.055,30,3e-08,1.16835857976331
Al2O3,40:60 EG/W,0.06,30,3e-08,1.18460572208075
CuO,40:60 EG/W,0.005,30,2e-08,1.01450559174303
CuO,40:60 EG/W,0.01,30,2e-08,1.02915213983234
CuO,40:60 EG/W,0.015,30,2e-08,1.04394170888884
CuO,40:60 EG/W,0.02,30,2e-08,1.0588764040526
CuO,40:60 EG/W,0.025,30,2e-08,1.07395837198174
CuO,40:60 EG/W,0.03,30,2e-08,1.08918980188106
CuO,40:60 EG/W,0.035,30,2e-08,1.10457292656135
CuO,40:60 EG/W,0.04,30,2e-08,1.12011002353059
CuO,40:60 EG/W,0.045,30,2e-08,1.13580341611797
CuO,40:60 EG/W,0.05,30,2e-08,1.15165547463212
CuO,40:60 EG/W,0.055,30,2e-08,1.16766861755454
CuO,40:60 EG/W,0.06,30,2e-08,1.18384531276968
Fe,40:60 EG/W,0.005,30,7e-08,1.01483679995009
Fe,40:60 EG/W,0.01,30,7e-08,1.02982108304802
Fe,40:60 EG/W,0.015,30,7e-08,1.04495505933165
Fe,40:60 EG/W,0.02,30,7e-08,1.06024098321717
Fe,40:60 EG/W,0.025,30,7e-08,1.07568115461856
Fe,40:60 EG/W,0.03,30,7e-08,1.09127792010124
Fe,40:60 EG/W,0.035,30,7e-08,1.10703367407089
Fe,40:60 EG/W,0.04,30,7e-08,1.12295085999891
Fe,40:60 EG/W,0.045,30,7e-08,1.1390319716857
Fe,40:60 EG/W,0.05,30,7e-08,1.15527955456312
Fe,40:60 EG/W,0.055,30,7e-08,1.17169620703773
Fe,40:60 EG/W,0.06,30,7e-08,1.18828458187607
TiO2,40:60 EG/W,0.005,30,2.5e-08,1.01296835472082
TiO2,40:60 EG/W,0.01,30,2.5e-08,1.02604931502748
TiO2,40:60 EG/W,0.015,30,2.5e-08,1.03924435396446
TiO2,40:60 EG/W,0.02,30,2.5e-08,1.05255497038153
TiO2,40:60 EG/W,0.025,30,2.5e-08,1.06598268950128
TiO2,40:60 EG/W,0.03,30,2.5e-08,1.07952906350176
TiO2,40:60 EG/W,0.035,30,2.5e-08,1.09319567211459
TiO2,40:60 EG/W,0.04,30,2.5e-08,1.1069841232391
TiO2,40:60 EG/W,0.045,30,2.5e-08,1.12089605357293
TiO2,40:60 EG/W,0.05,30,2.5e-08,1.13493312925969
TiO2,40:60 EG/W,0.055,30,2.5e-08,1.14909704655415
TiO2,40:60 EG/W,0.06,30,2.5e-08,1.16338953250557
MgO,40:60 EG/W,0.005,30,4e-08,1.0146837392975
MgO,40:60 EG/W,0.01,30,4e-08,1.02951192707612
MgO,40:60 EG/W,0.015,30,4e-08,1.04448670534819
MgO,40:60 EG/W,0.02,30,4e-08,1.05961025868803
MgO,40:60 EG/W,0.025,30,4e-08,1.07488481529433
MgO,40:60 EG/W,0.03,30,4e-08,1.09031264808456
MgO,40:60 EG/W,0.035,30,4e-08,1.1058960758225
MgO,40:60 EG/W,0.04,30,4e-08,1.12163746428002
MgO,40:60 EG/W,0.045,30,4e-08,1.13753922743436
MgO,40:60 EG/W,0.05,30,4e-08,1.15360382870227
MgO,40:60 EG/W,0.055,30,4e-08,1.1698337822122
MgO,40:60 EG/W,0.06,30,4e-08,1.18623165411591
SiC,40:60 EG/W,0.005,30,3e-08,1.01503607775257
SiC,40:60 EG/W,0.01,30,3e-08,1.03022363715789
SiC,40:60 EG/W,0.015,30,3e-08,1.04556497896875
SiC,40:60 EG/W,0.02,30,3e-08,1.06106245076778
SiC,40:60 EG/W,0.025,30,3e-08,1.07671844816506
SiC,40:60 EG/W,0.03,30,3e-08,1.09253541603263
SiC,40:60 EG/W,0.035,30,3e-08,1.10851584977724
SiC,40:60 EG/W,0.04,30,3e-08,1.12466229665287
SiC,40:60 EG/W,0.045,30,3e-08,1.14097735711423
SiC,40:60 EG/W,0.05,30,3e-08,1.15746368621299
SiC,40:60 EG/W,0.055,30,3e-08,1.17412399503818
SiC,40:60 EG/W,0.06,30,3e-08,1.19096105220244
SiO2,40:60 EG/W,0.005,30,2.5e-08,1.00652168291424
SiO2,40:60 EG/W,0.01,30,2.5e-08,1.01307178250201
SiO2,40:60 EG/W,0.015,30,2.5e-08,1.01965048489712
SiO2,40:60 EG/W,0.02,30,2.5e-08,1.02625797786255
SiO2,40:60 EG/W,0.025,30,2.5e-08,1.03289445080828
SiO2,40:60 EG/W,0.03,30,2.5e-08,1.03956009480944
SiO2,40:60 EG/W,0.035,30,2.5e-08,1.04625510262464
SiO2,40:60 EG/W,0.04,30,2.5e-08,1.05297966871451
SiO2,40:60 EG/W,0.045,30,2.5e-08,1.05973398926058
SiO2,40:60 EG/W,0.05,30,2.5e-08,1.06651826218431
SiO2,40:60 EG/W,0.055,30,2.5e-08,1.07333268716646
SiO2,40:60 EG/W,0.06,30,2.5e-08,1.08017746566667
ZnO,40:60 EG/W,0.005,30,5e-08,1.01368310536939
ZnO,40:60 EG/W,0.01,30,5e-08,1.02749160089605
ZnO,40:60 EG/W,0.015,30,5e-08,1.04142721810179
ZnO,40:60 EG/W,0.02,30,5e-08,1.05549172053678
ZnO,40:60 EG/W,0.025,30,5e-08,1.06968690452355
ZnO,40:60 EG/W,0.03,30,5e-08,1.08401459992181
ZnO,40:60 EG/W,0.035,30,5e-08,1.09847667091481
ZnO,40:60 EG/W,0.04,30,5e-08,1.11307501681787
ZnO,40:60 EG/W,0.045,30,5e-08,1.12781157290995
ZnO,40:60 EG/W,0.05,30,5e-08,1.1426883112889
ZnO,40:60 EG/W,0.055,30,5e-08,1.15770724175124
ZnO,40:60 EG/W,0.06,30,5e-08,1.17287041269732
Al2O3,60:40 EG/W,0.005,30,3e-08,1.01464330517228
Al2O3,60:40 EG/W,0.01,30,3e-08,1.02943026244934
Al2O3,60:40 EG/W,0.015,30,3e-08,1.04436299611044
Al2O3,60:40 EG/W,0.02,30,3e-08,1.05944367252649
Al2O3,60:40 EG/W,0.025,30,3e-08,1.07467450120776
Al2O3,60:40 EG/W,0.03,30,3e-08,1.09005773588312
Al2O3,60:40 EG/W,0.035,30,3e-08,1.10559567561167
Al2O3,60:40 EG/W,0.04,30,3e-08,1.12129066592829
Al2O3,60:40 EG/W,0.045,30,3e-08,1.13714510002394
Al2O3,60:40 EG/W,0.05,30,3e-08,1.15316141996218
Al2O3,60:40 EG/W,0.055,30,3e-08,1.16934211793313
Al2O3,60:40 EG/W,0.06,30,3e-08,1.18568973754628
CuO,60:40 EG/W,0.005,30,2e-08,1.01459527519746
CuO,60:40 EG/W,0.01,30,2e-08,1.02933325939268
CuO,60:40 EG/W,0.015,30,2e-08,1.04421605592866
CuO,60:40 EG/W,0.02,30,2e-08,1.05924580968651
CuO,60:40 EG/W,0.025,30,2e-08,1.07442470811589
CuO,60:40 EG/W,0.03,30,2e-08,1.08975498229636
CuO,60:40 EG/W,0.035,30,2e-08,1.10523890803059
CuO,60:40 EG/W,0.04,30,2e-08,1.12087880697066
CuO,60:40 EG/W,0.045,30,2e-08,1.13667704777848
CuO,60:40 EG/W,0.05,30,2e-08,1.15263604732174
CuO,60:40 EG/W,0.055,30,2e-08,1.16875827190647
CuO,60:40 EG/W,0.06,30,2e-08,1.18504623854766
Fe,60:40 EG/W,0.005,30,7e-08,1.01487482716624
Fe,60:40 EG/W,0.01,30,7e-08,1.02989789634607
Fe,60:40 EG/W,0.015,30,7e-08,1.04507143469958
Fe,60:40 EG/W,0.02,30,7e-08,1.06039771422529
Fe,60:40 EG/W,0.025,30,7e-08,1.07587905289432
Fe,60:40 EG/W,0.03,30,7e-08,1.091517815819
Fe,60:40 EG/W,0.035,30,7e-08,1.10731641645749
Fe,60:40 EG/W,0.04,30,7e-08,1.12327731785535
Fe,60:40 EG/W,0.045,30,7e-08,1.13940303392574
Fe,60:40 EG/W,0.05,30,7e-08,1.15569613076933
Fe,60:40 EG/W,0.055,30,7e-08,1.17215922803564
Fe,60:40 EG/W,0.06,30,7e-08,1.18879500032717
TiO2,60:40 EG/W,0.005,30,2.5e-08,1.01328024240238
TiO2,60:40 EG/W,0.01,30,2.5e-08,1.02667858415962
TiO2,60:40 EG/W,0.015,30,2.5e-08,1.04019660766953
TiO2,60:40 EG/W,0.02,30,2.5e-08,1.05383592372655
TiO2,60:40 EG/W,0.025,30,2.5e-08,1.06759817216157
TiO2,60:40 EG/W,0.03,30,2.5e-08,1.08148502249918
TiO2,60:40 EG/W,0.035,30,2.5e-08,1.09549817463286
TiO2,60:40 EG/W,0.04,30,2.5e-08,1.10963935951859
TiO2,60:40 EG/W,0.045,30,2.5e-08,1.12391033988771
TiO2,60:40 EG/W,0.05,30,2.5e-08,1.13831291097932
TiO2,60:40 EG/W,0.055,30,2.5e-08,1.15284890129318
TiO2,60:40 EG/W,0.06,30,2.5e-08,1.16752017336356
MgO,60:40 EG/W,0.005,30,4e-08,1.01474580286463
MgO,60:40 EG/W,0.01,30,4e-08,1.02963728089644
MgO,60:40 EG/W,0.015,30,4e-08,1.04467660351933
MgO,60:40 EG/W,0.02,30,4e-08,1.05986598344876
MgO,60:40 EG/W,0.025,30,4e-08,1.07520767777703
MgO,60:40 EG/W,0.03,30,4e-08,1.09070398909141
MgO,60:40 EG/W,0.035,30,4e-08,1.1063572666262
MgO,60:40 EG/W,0.04,30,4e-08,1.12216990744996
MgO,60:40 EG/W,0.045,30,4e-08,1.13814435768927
MgO,60:40 EG/W,0.05,30,4e-08,1.15428311379018
MgO,60:40 EG/W,0.055,30,4e-08,1.17058872381881
MgO,60:40 EG/W,0.06,30,4e-08,1.18706378880247
SiC,60:40 EG/W,0.005,30,3e-08,1.01504238866248
SiC,60:40 EG/W,0.01,30,3e-08,1.03023638648405
SiC,60:40 EG/W,0.015,30,3e-08,1.04558429713034
SiC,60:40 EG/W,0.02,30,3e-08,1.06108847117616
SiC,60:40 EG/W,0.025,30,3e-08,1.07675130730554
SiC,60:40 EG/W,0.03,30,3e-08,1.09257525354891
SiC,60:40 EG/W,0.035,30,3e-08,1.10856280855864
SiC,60:40 EG/W,0.04,30,3e-08,1.12471652292427
SiC,60:40 EG/W,0.045,30,3e-08,1.14103900052908
SiC,60:40 EG/W,0.05,30,3e-08,1.15753289994932
SiC,60:40 EG/W,0.055,30,3e-08,1.17420093589779
SiC,60:40 EG/W,0.06,30,3e-08,1.19104588071333
SiO2,60:40 EG/W,0.005,30,2.5e-08,1.00743111699306
SiO2,60:40 EG/W,0.01,30,2.5e-08,1.01489913973627
SiO2,60:40 EG/W,0.015,30,2.5e-08,1.02240434384602
SiO2,60:40 EG/W,0.02,30,2.5e-08,1.02994700768996
SiO2,60:40 EG/W,0.025,30,2.5e-08,1.03752741242149
SiO2,60:40 EG/W,0.03,30,2.5e-08,1.04514584201461
SiO2,60:40 EG/W,0.035,30,2.5e-08,1.05280258329947
SiO2,60:40 EG/W,0.04,30,2.5e-08,1.06049792599829
SiO2,60:40 EG/W,0.045,30,2.5e-08,1.06823216276198
SiO2,60:40 EG/W,0.05,30,2.5e-08,1.07600558920714
SiO2,60:40 EG/W,0.055,30,2.5e-08,1.08381850395384
SiO2,60:40 EG/W,0.06,30,2.5e-08,1.09167120866376
ZnO,60:40 EG/W,0.005,30,5e-08,1.01389529885691
ZnO,60:40 EG/W,0.01,30,5e-08,1.02791991624057
ZnO,60:40 EG/W,0.015,30,5e-08,1.042075665872
ZnO,60:40 EG/W,0.02,30,5e-08,1.05636439554869
ZnO,60:40 EG/W,0.025,30,5e-08,1.0707879879486
ZnO,60:40 EG/W,0.03,30,5e-08,1.08534836145714
ZnO,60:40 EG/W,0.035,30,5e-08,1.10004747101773
ZnO,60:40 EG/W,0.04,30,5e-08,1.11488730900684
ZnO,60:40 EG/W,0.045,30,5e-08,1.12986990613423
ZnO,60:40 EG/W,0.05,30,5e-08,1.14499733236931
ZnO,60:40 EG/W,0.055,30,5e-08,1.16027169789454
ZnO,60:40 EG/W,0.06,30,5e-08,1.17569515408669
Al2O3,EG,0.005,30,3e-08,1.01476744760449
Al2O3,EG,0.01,30,3e-08,1.0296809994102
Al2O3,EG,0.015,30,3e-08,1.04474283445582
Al2O3,EG,0.02,30,3e-08,1.05995517532825
Al2O3,EG,0.025,30,3e-08,1.07532028925599
Al2O3,EG,0.03,30,3e-08,1.09084048923555
Al2O3,EG,0.035,30,3e-08,1.10651813519221
Al2O3,EG,0.04,30,3e-08,1.1223556351763
Al2O3,EG,0.045,30,3e-08,1.13835544659619
Al2O3,EG,0.05,30,3e-08,1.15452007748944
Al2O3,EG,0.055,30,3e-08,1.17085208783342
Al2O3,EG,0.06,30,3e-08,1.18735409089688
CuO,EG,0.005,30,2e-08,1.01473300400569
CuO,EG,0.01,30,2e-08,1.02961142978258
CuO,EG,0.015,30,2e-08,1.04463744108259
CuO,EG,0.02,30,2e-08,1.05981324479797
CuO,EG,0.025,30,2e-08,1.07514109204185
CuO,EG,0.03,30,2e-08,1.09062327926143
CuO,EG,0.035,30,2e-08,1.10626214938492
CuO,EG,0.04,30,2e-08,1.12206009300356
CuO,EG,0.045,30,2e-08,1.13801954958981
CuO,EG,0.05,30,2e-08,1.15414300875314
CuO,EG,0.055,30,2e-08,1.17043301153475
CuO,EG,0.06,30,2e-08,1.18689215174257
Fe,EG,0.005,30,7e-08,1.01493287736451
Fe,EG,0.01,30,7e-08,1.03001515895829
Fe,EG,0.015,30,7e-08,1.04524909825022
Fe,EG,0.02,30,7e-08,1.06063699425704
Fe,EG,0.025,30,7e-08,1.07618119269999
Fe,EG,0.03,30,7e-08,1.09188408719684
Fe,EG,0.035,30,7e-08,1.10774812049067
Fe,EG,0.04,30,7e-08,1.12377578571664
Fe,EG,0.045,30,7e-08,1.13996962770813
Fe,EG,0.05,30,7e-08,1.15633224434384
Fe,EG,0.055,30,7e-08,1.17286628793704
Fe,EG,0.06,30,7e-08,1.18957446666891
TiO2,EG,0.005,30,2.5e-08,1.0137729643535
TiO2,EG,0.01,30,2.5e-08,1.02767297500643
TiO2,EG,0.015,30,2.5e-08,1.04170179797851
TiO2,EG,0.02,30,2.5e-08,1.05586123217345
TiO2,EG,0.025,30,2.5e-08,1.07015311014795
TiO2,EG,0.03,30,2.5e-08,1.08457929890235
TiO2,EG,0.035,30,2.5e-08,1.09914170069367
TiO2,EG,0.04,30,2.5e-08,1.11384225387179
TiO2,EG,0.045,30,2.5e-08,1.12868293373959
TiO2,EG,0.05,30,2.5e-08,1.1436657534377
TiO2,EG,0.055,30,2.5e-08,1.15879276485491
TiO2,EG,0.06,30,2.5e-08,1.17406605956493
MgO,EG,0.005,30,4e-08,1.01484080798681
MgO,EG,0.01,30,4e-08,1.02982917901299
MgO,EG,0.015,30,4e-08,1.04496732491693
MgO,EG,0.02,30,4e-08,1.06025750196363
MgO,EG,0.025,30,4e-08,1.07570201196576
MgO,EG,0.03,30,4e-08,1.09130320343886
MgO,EG,0.035,30,4e-08,1.10706347279185
MgO,EG,0.04,30,4e-08,1.12298526555413
MgO,EG,0.045,30,4e-08,1.13907107764067
MgO,EG,0.05,30,4e-08,1.1553234566563
MgO,EG,0.055,30,4e-08,1.17174500324083
MgO,EG,0.06,30,4e-08,1.18833837245629
SiC,EG,0.005,30,3e-08,1.01505198802346
SiC,EG,0.01,30,3e-08,1.03025577925592
SiC,EG,0.015,30,3e-08,1.04561368179846
SiC,EG,0.02,30,3e-08,1.0611280507821
SiC,EG,0.025,30,3e-08,1.07680128957172
SiC,EG,0.03,30,3e-08,1.09263585100725
SiC,EG,0.035,30,3e-08,1.1086342386834
SiC,EG,0.04,30,3e-08,1.12479900826921
SiC,EG,0.045,30,3e-08,1.14113276886908
SiC,EG,0.05,30,3e-08,1.15763818442667
SiC,EG,0.055,30,3e-08,1.17431797517331
SiC,EG,0.06,30,3e-08,1.19117491912256
SiO2,EG,0.005,30,2.5e-08,1.00906447498818
SiO2,EG,0.01,30,2.5e-08,1.01818389245581
SiO2,EG,0.015,30,2.5e-08,1.02735875345547
SiO2,EG,0.02,30,2.5e-08,1.03658956515085
SiO2,EG,0.025,30,2.5e-08,1.04587684091018
SiO2,EG,0.03,30,2.5e-08,1.05522110040142
SiO2,EG,0.035,30,2.5e-08,1.06462286968917
SiO2,EG,0.04,30,2.5e-08,1.07408268133344
SiO2,EG,0.045,30,2.5e-08,1.08360107449014
SiO2,EG,0.05,30,2.5e-08,1.09317859501359
SiO2,EG,0.055,30,2.5e-08,1.1028157955608
SiO2,EG,0.06,30,2.5e-08,1.11251323569782
ZnO,EG,0.005,30,5e-08,1.01422610802629
ZnO,EG,0.01,30,5e-08,1.02858778033634
ZnO,EG,0.015,30,5e-08,1.04308696394796
ZnO,EG,0.02,30,5e-08,1.05772564334323
ZnO,EG,0.025,30,5e-08,1.07250584137399
ZnO,EG,0.03,30,5e-08,1.08742962019367
ZnO,EG,0.035,30,5e-08,1.10249908221641
ZnO,EG,0.04,30,5e-08,1.11771637110447
ZnO,EG,0.045,30,5e-08,1.13308367278476
ZnO,EG,0.05,30,5e-08,1.14860321649561
ZnO,EG,0.055,30,5e-08,1.16427727586486
ZnO,EG,0.06,30,5e-08,1.18010817002021
Al2O3,H2O,0.005,35,3e-08,1.01432002777772
Al2O3,H2O,0.01,35,3e-08,1.02877742004023
Al2O3,H2O,0.015,35,3e-08,1.0433741628107
Al2O3,H2O,0.02,35,3e-08,1.05811228058308
Al2O3,H2O,0.025,35,3e-08,1.07299383725814
Al2O3,H2O,0.03,35,3e-08,1.088020937107
Al2O3,H2O,0.035,35,3e-08,1.10319572576301
Al2O3,H2O,0.04,35,3e-08,1.11852039124306
Al2O3,H2O,0.045,35,3e-08,1.13399716499933
Al2O3,H2O,0.05,35,3e-08,1.14962832300244
Al2O3,H2O,0.055,35,3e-08,1.16541618685724
Al2O3,H2O,0.06,35,3e-08,1.18136312495233
CuO,H2O,0.005,35,2e-08,1.01424865576156
CuO,H2O,0.01,35,2e-08,1.02863330690089
CuO,H2O,0.015,35,2e-08,1.04315590975276
CuO,H2O,0.02,35,2e-08,1.057818458356
CuO,H2O,0.025,35,2e-08,1.07262298536626
CuO,H2O,0.03,35,2e-08,1.08757156299537
CuO,H2O,0.035,35,2e-08,1.10266630397828
CuO,H2O,0.04,35,2e-08,1.11790936256848
CuO,H2O,0.045,35,2e-08,1.13330293556291
CuO,H2O,0.05,35,2e-08,1.14884926335737
CuO,H2O,0.055,35,2e-08,1.16455063103359
CuO,H2O,0.06,35,2e-08,1.18040936947883
Fe,H2O,0.005,35,7e-08,1.01472684980699
Fe,H2O,0.01,35,7e-08,1.02959899962127
Fe,H2O,0.015,35,7e-08,1.04461861047098
Fe,H2O,0.02,35,7e-08,1.05978788645203
Fe,H2O,0.025,35,7e-08,1.07510907580635
Fe,H2O,0.03,35,7e-08,1.09058447203274
Fe,H2O,0.035,35,7e-08,1.10621641503136
Fe,H2O,0.04,35,7e-08,1.12200729228317
Fe,H2O,0.045,35,7e-08,1.13795954006557
Fe,H2O,0.05,35,7e-08,1.15407564470541
Fe,H2O,0.055,35,7e-08,1.17035814387087
Fe,H2O,0.06,35,7e-08,1.18680962790358
TiO2,H2O,0.005,35,2.5e-08,1.01211166373541
TiO2,H2O,0.01,35,2.5e-08,1.02432151882332
TiO2,H2O,0.015,35,2.5e-08,1.03663076420517
TiO2,H2O,0.02,35,2.5e-08,1.04904061842132
TiO2,H2O,0.025,35,2.5e-08,1.06155232001321
TiO2,H2O,0.03,35,2.5e-08,1.0741671279354
TiO2,H2O,0.035,35,2.5e-08,1.08688632197785
TiO2,H2O,0.04,35,2.5e-08,1.09971120319878
TiO2,H2O,0.045,35,2.5e-08,1.11264309436827
TiO2,H2O,0.05,35,2.5e-08,1.12568334042311
TiO2,H2O,0.055,35,2.5e-08,1.13883330893305
TiO2,H2O,0.06,35,2.5e-08,1.1520943905789
MgO,H2O,0.005,35,4e-08,1.01450505247814
MgO,H2O,0.01,35,4e-08,1.02915105079681
MgO,H2O,0.015,35,4e-08,1.04394005934555
MgO,H2O,0.02,35,4e-08,1.05887418302697
MgO,H2O,0.025,35,4e-08,1.07395556825549
MgO,H2O,0.03,35,4e-08,1.08918640398576
MgO,H2O,0.035,35,4e-08,1.10456892277175
MgO,H2O,0.04,35,4e-08,1.12010540185778
MgO,H2O,0.045,35,4e-08,1.1357981643023
MgO,H2O,0.05,35,4e-08,1.15164958013587
MgO,H2O,0.055,35,4e-08,1.16766206755444
MgO,H2O,0.06,35,4e-08,1.1838380941491
SiC,H2O,0.005,35,3e-08,1.01501772920451
SiC,H2O,0.01,35,3e-08,1.0301865696519
SiC,H2O,0.015,35,3e-08,1.04550881363996
SiC,H2O,0.02,35,3e-08,1.06098680006648
SiC,H2O,0.025,35,3e-08,1.07662291561938
SiC,H2O,0.03,35,3e-08,1.09241959600366
SiC,H2O,0.035,35,3e-08,1.10837932720625
SiC,H2O,0.04,35,3e-08,1.1245046468002
SiC,H2O,0.045,35,3e-08,1.14079814528979
SiC,H2O,0.05,35,3e-08,1.15726246749781
SiC,H2O,0.055,35,3e-08,1.17390031399685
SiC,H2O,0.06,35,3e-08,1.19071444258595
SiO2,H2O,0.005,35,2.5e-08,1.00441078750113
SiO2,H2O,0.01,35,2.5e-08,1.00883456413061
SiO2,H2O,0.015,35,2.5e-08,1.01327138734969
SiO2,H2O,0.02,35,2.5e-08,1.01772131495905
SiO2,H2O,0.025,35,2.5e-08,1.02218440510131
SiO2,H2O,0.03,35,2.5e-08,1.02666071626357
SiO2,H2O,0.035,35,2.5e-08,1.03115030727994
SiO2,H2O,0.04,35,2.5e-08,1.03565323733414
SiO2,H2O,0.045,35,2.5e-08,1.04016956596211
SiO2,H2O,0.05,35,2.5e-08,1.0446993530546
SiO2,H2O,0.055,35,2.5e-08,1.04924265885986
SiO2,H2O,0.06,35,2.5e-08,1.05379954398625
ZnO,H2O,0.005,35,5e-08,1.01308879248713
ZnO,H2O,0.01,35,5e-08,1.02629229644498
ZnO,H2O,0.015,35,5e-08,1.03961202652483
ZnO,H2O,0.02,35,5e-08,1.0530495241618
ZnO,H2O,0.025,35,5e-08,1.06660635816951
ZnO,H2O,0.03,35,5e-08,1.08028412535064
ZnO,H2O,0.035,35,5e-08,1.09408445112395
ZnO,H2O,0.04,35,5e-08,1.10800899016815
ZnO,H2O,0.045,35,5e-08,1.12205942708332
ZnO,H2O,0.05,35,5e-08,1.1362374770703
ZnO,H2O,0.055,35,5e-08,1.15054488662867
ZnO,H2O,0.06,35,5e-08,1.16498343427396
Al2O3,40:60 EG/W,0.005,35,3e-08,1.01454993017602
Al2O3,40:60 EG/W,0.01,35,3e-08,1.02924168182831
Al2O3,40:60 EG/W,0.015,35,3e-08,1.0440773386613
Al2O3,40:60 EG/W,0.02,35,3e-08,1.0590590253999
Al2O3,40:60 EG/W,0.025,35,3e-08,1.074188908804
Al2O3,40:60 EG/W,0.03,35,3e-08,1.08946919871307
Al2O3,40:60 EG/W,0.035,35,3e-08,1.10490214912221
Al2O3,40:60 EG/W,0.04,35,3e-08,1.1204900592905
Al2O3,40:60 EG/W,0.045,35,3e-08,1.13623527488298
Al2O3,40:60 EG/W,0.05,35,3e-08,1.15214018914736
Al2O3,40:60 EG/W,0.055,35,3e-08,1.16820724412667
Al2O3,40:60 EG/W,0.06,35,3e-08,1.18443893190928
CuO,40:60 EG/W,0.005,35,2e-08,1.014499707751
CuO,40:60 EG/W,0.01,35,2e-08,1.02914025723992
CuO,40:60 EG/W,0.015,35,2e-08,1.04392371056401
CuO,40:60 EG/W,0.02,35,2e-08,1.05885217027348
CuO,40:60 EG/W,0.025,35,2e-08,1.07392778036836
CuO,40:60 EG/W,0.03,35,2e-08,1.08915272732503
CuO,40:60 EG/W,0.035,35,2e-08,1.10452924115331
CuO,40:60 EG/W,0.04,35,2e-08,1.1200595964854
CuO,40:60 EG/W,0.045,35,2e-08,1.13574611369753
CuO,40:60 EG/W,0.05,35,2e-08,1.15159116006577
CuO,40:60 EG/W,0.055,35,2e-08,1.16759715095692
CuO,40:60 EG/W,0.06,35,2e-08,1.18376655105598
Fe,40:60 EG/W,0.005,35,7e-08,1.01483429873895
Fe,40:60 EG/W,0.01,35,7e-08,1.0298160307805
Fe,40:60 EG/W,0.015,35,7e-08,1.04494740503945
Fe,40:60 EG/W,0.02,35,7e-08,1.06023067477872
Fe,40:60 EG/W,0.025,35,7e-08,1.07566813872797
Fe,40:60 EG/W,0.03,35,7e-08,1.09126214223618
Fe,40:60 EG/W,0.035,35,7e-08,1.10701507845954
Fe,40:60 EG/W,0.04,35,7e-08,1.12292938958573
Fe,40:60 EG/W,0.045,35,7e-08,1.13900756809619
Fe,40:60 EG/W,0.05,35,7e-08,1.15525215806742
Fe,40:60 EG/W,0.055,35,7e-08,1.171665756513
Fe,40:60 EG/W,0.06,35,7e-08,1.18825101476764
TiO2,40:60 EG/W,0.005,35,2.5e-08,1.01294813203901
TiO2,40:60 EG/W,0.01,35,2.5e-08,1.02600851798636
TiO2,40:60 EG/W,0.015,35,2.5e-08,1.03918262397627
TiO2,40:60 EG/W,0.02,35,2.5e-08,1.05247194178662
TiO2,40:60 EG/W,0.025,35,2.5e-08,1.06587798940202
TiO2,40:60 EG/W,0.03,35,2.5e-08,1.07940231159186
TiO2,40:60 EG/W,0.035,35,2.5e-08,1.0930464805037
TiO2,40:60 EG/W,0.04,35,2.5e-08,1.10681209627248
TiO2,40:60 EG/W,0.045,35,2.5e-08,1.12070078764614
TiO2,40:60 EG/W,0.05,35,2.5e-08,1.13471421262798
TiO2,40:60 EG/W,0.055,35,2.5e-08,1.14885405913655
TiO2,40:60 EG/W,0.06,35,2.5e-08,1.16312204568334
MgO,40:60 EG/W,0.005,35,4e-08,1.01467966186923
MgO,40:60 EG/W,0.01,35,4e-08,1.02950369181169
MgO,40:60 EG/W,0.015,35,4e-08,1.04447423004701
MgO,40:60 EG/W,0.02,35,4e-08,1.05959345930919
MgO,40:60 EG/W,0.025,35,4e-08,1.07486360590752
MgO,40:60 EG/W,0.03,35,4e-08,1.09028694081944
MgO,40:60 EG/W,0.035,35,4e-08,1.10586578081642
MgO,40:60 EG/W,0.04,35,4e-08,1.12160248962416
MgO,40:60 EG/W,0.045,35,4e-08,1.13749947911813
MgO,40:60 EG/W,0.05,35,4e-08,1.15355921055589
MgO,40:60 EG/W,0.055,35,4e-08,1.16978419584745
MgO,40:60 EG/W,0.06,35,4e-08,1.18617699886503
SiC,40:60 EG/W,0.005,35,3e-08,1.0150356620276
SiC,40:60 EG/W,0.01,35,3e-08,1.03022279731049
SiC,40:60 EG/W,0.015,35,3e-08,1.04556370640966
SiC,40:60 EG/W,0.02,35,3e-08,1.06106073671073
SiC,40:60 EG/W,0.025,35,3e-08,1.07671628362138
SiC,40:60 EG/W,0.03,35,3e-08,1.09253279180569
SiC,40:60 EG/W,0.035,35,3e-08,1.10851275645672
SiC,40:60 EG/W,0.04,35,3e-08,1.1246587246088
SiC,40:60 EG/W,0.045,35,3e-08,1.14097329649092
SiC,40:60 EG/W,0.05,35,3e-08,1.15745912692269
