particle,fluid,phi,T,size,k_ratio
Al2O3,H2O,0.045,30,1.25E-07,1.065350662
CuO,H2O,0.04,30,1.25E-07,1.06539572
CuO,H2O,0.01,55,7.00E-08,1.065442268
CuO,H2O,0.025,40,1.00E-07,1.065473439
Al2O3,H2O,0.02,25,2.00E-08,1.065694396
Al2O3,H2O,0.035,30,7.00E-08,1.065724843
Al2O3,H2O,0.025,45,9.00E-08,1.065755583
Al2O3,H2O,0.035,35,9.00E-08,1.065765711
CuO,EG,0.01,55,1.50E-07,1.065776189
CuO,H2O,0.035,35,1.25E-07,1.065793646
Al2O3,H2O,0.025,40,7.00E-08,1.065928662
Al2O3,H2O,0.035,45,1.50E-07,1.066014272
CuO,H2O,0.03,25,5.00E-08,1.066062255
Al2O3,H2O,0.005,60,3.00E-08,1.066068942
CuO,H2O,0.015,40,5.00E-08,1.066094292
CuO,H2O,0.02,50,1.25E-07,1.066221658
Al2O3,H2O,0.045,35,1.50E-07,1.066233868
Al2O3,H2O,0.035,25,5.00E-08,1.066248277
CuO,H2O,0.01,60,9.00E-08,1.066267016
Al2O3,H2O,0.015,60,1.00E-07,1.066317988
CuO,EG,0.01,50,1.00E-07,1.066501458
Al2O3,H2O,0.04,30,9.00E-08,1.066515809
Al2O3,H2O,0.04,40,1.50E-07,1.06657759
CuO,EG,0.005,60,4.00E-08,1.066586042
Al2O3,H2O,0.045,25,9.00E-08,1.066617531
CuO,H2O,0.01,45,4.00E-08,1.066726995
Al2O3,H2O,0.03,50,1.50E-07,1.066774238
CuO,H2O,0.05,25,1.50E-07,1.066799833
Al2O3,H2O,0.05,25,1.25E-07,1.066802159
CuO,EG,0.01,45,5.00E-08,1.066803115
Al2O3,H2O,0.025,20,2.00E-08,1.06682997
CuO,H2O,0.03,30,7.00E-08,1.06692265
Al2O3,H2O,0.03,40,9.00E-08,1.06695556
Al2O3,H2O,0.015,50,6.00E-08,1.06709011
CuO,EG,0.01,30,1.00E-08,1.06712828
CuO,H2O,0.025,35,7.00E-08,1.067149713
Al2O3,H2O,0.045,20,7.00E-08,1.067194113
CuO,H2O,0.025,45,1.25E-07,1.067200934
Al2O3,H2O,0.04,20,5.00E-08,1.067280077
Al2O3,H2O,0.025,35,5.00E-08,1.067333338
Al2O3,H2O,0.02,40,5.00E-08,1.06733353
CuO,H2O,0.035,30,9.00E-08,1.067543511
Al2O3,H2O,0.05,20,1.00E-07,1.067580148
CuO,H2O,0.02,40,7.00E-08,1.067698882
CuO,H2O,0.03,40,1.25E-07,1.067844035
CuO,H2O,0.045,20,8.00E-08,1.067875536
CuO,H2O,0.045,30,1.50E-07,1.067882411
CuO,H2O,0.01,40,3.00E-08,1.067894176
Al2O3,H2O,0.005,40,1.00E-08,1.067900485
Al2O3,H2O,0.03,30,5.00E-08,1.067943282
CuO,H2O,0.04,20,6.00E-08,1.068043119
Al2O3,H2O,0.05,30,1.50E-07,1.068097741
CuO,EG,0.01,50,9.00E-08,1.068169321
CuO,H2O,0.02,45,9.00E-08,1.068345132
CuO,H2O,0.04,35,1.50E-07,1.068352507
CuO,H2O,0.03,35,9.00E-08,1.068364957
CuO,H2O,0.02,35,5.00E-08,1.068377408
CuO,H2O,0.005,35,1.00E-08,1.068396084
CuO,H2O,0.04,25,8.00E-08,1.06859624
CuO,EG,0.01,55,1.25E-07,1.068676108
CuO,H2O,0.025,30,5.00E-08,1.069311194
Al2O3,H2O,0.01,60,6.00E-08,1.069333675
CuO,H2O,0.02,55,1.50E-07,1.069395835
Al2O3,H2O,0.05,20,9.00E-08,1.069415698
CuO,H2O,0.035,25,6.00E-08,1.069494444
Al2O3,H2O,0.045,25,8.00E-08,1.069517348
Al2O3,H2O,0.04,25,6.00E-08,1.069526042
CuO,H2O,0.05,20,1.00E-07,1.06963528
CuO,H2O,0.005,60,4.00E-08,1.069769296
CuO,H2O,0.045,25,1.00E-07,1.069863233
Al2O3,H2O,0.035,35,8.00E-08,1.070218987
CuO,EG,0.01,50,8.00E-08,1.070254151
Al2O3,H2O,0.04,30,8.00E-08,1.070277564
CuO,H2O,0.025,40,9.00E-08,1.070438296
CuO,EG,0.01,45,4.00E-08,1.070580329
Al2O3,H2O,0.02,50,8.00E-08,1.070729596
Al2O3,H2O,0.045,20,6.00E-08,1.070734102
CuO,H2O,0.015,45,6.00E-08,1.070791506
CuO,H2O,0.035,40,1.50E-07,1.070810414
CuO,H2O,0.01,50,5.00E-08,1.070858179
CuO,H2O,0.015,50,8.00E-08,1.070899128
Al2O3,H2O,0.04,35,1.00E-07,1.071089247
CuO,H2O,0.05,25,1.25E-07,1.071130225
CuO,H2O,0.005,55,3.00E-08,1.071151573
Al2O3,H2O,0.02,45,6.00E-08,1.071206997
CuO,H2O,0.03,45,1.50E-07,1.071265445
Al2O3,H2O,0.035,30,6.00E-08,1.071367476
Al2O3,H2O,0.05,25,1.00E-07,1.071441865
Al2O3,H2O,0.02,55,1.00E-07,1.071443998
Al2O3,H2O,0.045,30,1.00E-07,1.071444706
Al2O3,H2O,0.025,45,8.00E-08,1.071568874
CuO,H2O,0.045,20,7.00E-08,1.071592524
Al2O3,H2O,0.03,35,6.00E-08,1.071638982
CuO,EG,0.01,40,2.00E-08,1.071653256
Al2O3,H2O,0.05,20,8.00E-08,1.071710135
Al2O3,H2O,0.045,35,1.25E-07,1.071730482
Al2O3,H2O,0.01,40,2.00E-08,1.071967092
Al2O3,H2O,0.015,55,7.00E-08,1.07211196
CuO,H2O,0.035,30,8.00E-08,1.072151661
CuO,H2O,0.05,20,9.00E-08,1.07220505
CuO,H2O,0.015,55,1.00E-07,1.072222856
Al2O3,H2O,0.03,40,8.00E-08,1.07227505
CuO,H2O,0.025,50,1.50E-07,1.072291697
Al2O3,H2O,0.015,60,9.00E-08,1.072598409
Al2O3,H2O,0.05,30,1.25E-07,1.072611847
CuO,H2O,0.01,35,2.00E-08,1.072665003
CuO,EG,0.01,50,7.00E-08,1.072934647
CuO,EG,0.01,60,1.50E-07,1.072959485
CuO,H2O,0.04,30,1.00E-07,1.072979418
CuO,EG,0.01,55,1.00E-07,1.073025986
CuO,H2O,0.035,20,4.00E-08,1.07302902
CuO,H2O,0.045,25,9.00E-08,1.073111027
Al2O3,H2O,0.035,40,1.00E-07,1.073149963
CuO,H2O,0.04,25,7.00E-08,1.073235946
Al2O3,H2O,0.045,25,7.00E-08,1.073245683
Al2O3,H2O,0.03,45,1.00E-07,1.07332594
Al2O3,H2O,0.02,60,1.25E-07,1.073350974
Al2O3,H2O,0.04,40,1.25E-07,1.073386537
Al2O3,H2O,0.025,40,6.00E-08,1.073527933
CuO,H2O,0.045,30,1.25E-07,1.073570185
Al2O3,H2O,0.05,35,1.50E-07,1.073593186
CuO,H2O,0.01,60,8.00E-08,1.073594174
CuO,H2O,0.03,30,6.00E-08,1.07369381
CuO,H2O,0.03,35,8.00E-08,1.073708888
Al2O3,H2O,0.035,45,1.25E-07,1.073827335
Al2O3,H2O,0.04,20,4.00E-08,1.073888056
CuO,H2O,0.01,25,1.00E-08,1.073985461
Al2O3,H2O,0.05,25,9.00E-08,1.074019479
CuO,H2O,0.03,20,3.00E-08,1.074160266
CuO,H2O,0.04,20,5.00E-08,1.074210566
Al2O3,H2O,0.035,20,3.00E-08,1.074288686
Al2O3,H2O,0.015,45,4.00E-08,1.074333096
Al2O3,H2O,0.035,25,4.00E-08,1.074367763
Al2O3,H2O,0.025,50,1.00E-07,1.074369082
Al2O3,H2O,0.05,20,7.00E-08,1.074660126
CuO,H2O,0.035,35,1.00E-07,1.074771449
CuO,H2O,0.015,60,1.25E-07,1.074781275
CuO,H2O,0.025,35,6.00E-08,1.074783899
Al2O3,H2O,0.045,30,9.00E-08,1.074830285
CuO,H2O,0.02,45,8.00E-08,1.074856017
Al2O3,H2O,0.025,55,1.25E-07,1.074893583
Al2O3,H2O,0.045,40,1.50E-07,1.074899789
CuO,H2O,0.01,55,6.00E-08,1.075049878
Al2O3,H2O,0.04,30,7.00E-08,1.075114107
Al2O3,H2O,0.04,35,9.00E-08,1.075160813
CuO,H2O,0.04,35,1.25E-07,1.075192738
CuO,EG,0.01,35,1.00E-08,1.075302339
Al2O3,H2O,0.03,25,3.00E-08,1.075343063
CuO,H2O,0.05,20,8.00E-08,1.075417262
CuO,H2O,0.05,30,1.50E-07,1.075424901
CuO,EG,0.01,55,9.00E-08,1.075442585
Al2O3,H2O,0.04,45,1.50E-07,1.075444882
Al2O3,H2O,0.005,55,2.00E-08,1.075506658
Al2O3,H2O,0.045,20,5.00E-08,1.075690087
Al2O3,H2O,0.04,25,5.00E-08,1.075712317
Al2O3,H2O,0.03,50,1.25E-07,1.075761702
CuO,H2O,0.03,25,4.00E-08,1.075805638
Al2O3,H2O,0.035,35,7.00E-08,1.075944627
Al2O3,H2O,0.015,40,3.00E-08,1.076033699
CuO,H2O,0.02,40,6.00E-08,1.076210066
CuO,EG,0.01,50,6.00E-08,1.07650864
CuO,H2O,0.045,20,6.00E-08,1.076548509
CuO,H2O,0.025,40,8.00E-08,1.076644368
CuO,H2O,0.025,25,3.00E-08,1.076703841
Al2O3,H2O,0.01,30,1.00E-08,1.076817035
CuO,EG,0.01,45,3.00E-08,1.076875688
CuO,H2O,0.045,35,1.50E-07,1.07689657
CuO,H2O,0.015,35,3.00E-08,1.076933922
CuO,H2O,0.035,25,5.00E-08,1.07707263
CuO,H2O,0.045,25,8.00E-08,1.07717077
CuO,H2O,0.04,30,9.00E-08,1.077192584
Al2O3,H2O,0.05,25,8.00E-08,1.077241498
CuO,EG,0.01,60,1.25E-07,1.077338583
CuO,H2O,0.05,25,1.00E-07,1.077625814
Al2O3,H2O,0.02,55,9.00E-08,1.077849072
Al2O3,H2O,0.035,50,1.50E-07,1.077903277
CuO,H2O,0.035,30,7.00E-08,1.078076426
Al2O3,H2O,0.03,30,4.00E-08,1.078100021
Al2O3,H2O,0.035,40,9.00E-08,1.07811482
Al2O3,H2O,0.045,25,6.00E-08,1.078216797
Al2O3,H2O,0.02,35,3.00E-08,1.078296067
Al2O3,H2O,0.015,50,5.00E-08,1.07832444
Al2O3,H2O,0.03,55,1.50E-07,1.078343169
CuO,EG,0.01,55,8.00E-08,1.078463334
CuO,H2O,0.03,40,1.00E-07,1.078568127
Al2O3,H2O,0.05,20,6.00E-08,1.078593447
Al2O3,H2O,0.02,50,7.00E-08,1.078754117
Al2O3,H2O,0.025,35,4.00E-08,1.078784618
CuO,H2O,0.02,50,1.00E-07,1.078804108
Al2O3,H2O,0.03,45,9.00E-08,1.078906699
CuO,H2O,0.025,45,1.00E-07,1.078920529
CuO,H2O,0.015,55,9.00E-08,1.078948183
Al2O3,H2O,0.01,55,4.00E-08,1.078956243
Al2O3,H2O,0.025,45,7.00E-08,1.079043105
Al2O3,H2O,0.045,30,8.00E-08,1.07906226
Al2O3,H2O,0.03,40,7.00E-08,1.079114394
Al2O3,H2O,0.025,60,1.50E-07,1.079127875
CuO,H2O,0.035,40,1.25E-07,1.079151374
Al2O3,H2O,0.025,30,3.00E-08,1.079189932
Al2O3,H2O,0.035,30,5.00E-08,1.079267162
CuO,H2O,0.015,50,7.00E-08,1.079324875
Al2O3,H2O,0.05,30,1.00E-07,1.079383006
CuO,H2O,0.04,25,6.00E-08,1.079422221
CuO,H2O,0.015,40,4.00E-08,1.079499407
CuO,H2O,0.05,20,7.00E-08,1.079547249
Al2O3,H2O,0.05,35,1.25E-07,1.079700535
CuO,H2O,0.035,35,9.00E-08,1.079759117
Al2O3,H2O,0.045,35,1.00E-07,1.079975403
CuO,EG,0.005,55,2.00E-08,1.080011774
Al2O3,H2O,0.02,40,4.00E-08,1.080100306
CuO,H2O,0.02,55,1.25E-07,1.080156357
Al2O3,H2O,0.03,20,2.00E-08,1.080195964
Al2O3,H2O,0.04,35,8.00E-08,1.080250271
CuO,EG,0.005,60,3.00E-08,1.080270724
Al2O3,H2O,0.015,60,8.00E-08,1.080448935
CuO,EG,0.015,25,1.50E-07,1.080481662
CuO,EG,0.015,30,1.50E-07,1.080573367
CuO,H2O,0.03,35,7.00E-08,1.080579656
Al2O3,H2O,0.025,50,9.00E-08,1.080610376
CuO,EG,0.015,25,1.25E-07,1.080619288
CuO,H2O,0.03,45,1.25E-07,1.080641121
CuO,EG,0.015,20,1.50E-07,1.080698932
CuO,H2O,0.02,30,3.00E-08,1.08072795
CuO,EG,0.015,20,1.25E-07,1.080746714
CuO,EG,0.015,35,1.50E-07,1.080785792
Al2O3,H2O,0.03,35,5.00E-08,1.080800006
CuO,EG,0.015,20,1.00E-07,1.080818386
CuO,EG,0.015,25,1.00E-07,1.080825725
CuO,EG,0.015,20,9.00E-08,1.080858204
CuO,EG,0.015,30,1.25E-07,1.080860782
CuO,EG,0.015,20,8.00E-08,1.080907976
CuO,H2O,0.04,40,1.50E-07,1.080926188
CuO,EG,0.015,25,9.00E-08,1.080940413
CuO,EG,0.015,20,7.00E-08,1.08097197
CuO,EG,0.015,20,6.00E-08,1.081057294
CuO,H2O,0.025,20,2.00E-08,1.081073495
CuO,EG,0.015,25,8.00E-08,1.081083772
CuO,H2O,0.025,30,4.00E-08,1.081160723
CuO,EG,0.015,20,5.00E-08,1.081176748
CuO,H2O,0.02,35,4.00E-08,1.081202841
CuO,H2O,0.05,25,9.00E-08,1.081234475
CuO,EG,0.015,35,1.25E-07,1.08124533
CuO,EG,0.015,25,7.00E-08,1.081268092
CuO,EG,0.015,30,1.00E-07,1.081291904
CuO,EG,0.015,20,4.00E-08,1.081355929
Al2O3,H2O,0.05,25,7.00E-08,1.081384092
CuO,EG,0.01,50,5.00E-08,1.081512232
CuO,EG,0.015,25,6.00E-08,1.081513851
CuO,EG,0.015,30,9.00E-08,1.081531417
Al2O3,H2O,0.04,30,6.00E-08,1.08156283
Al2O3,H2O,0.015,35,2.00E-08,1.081624609
CuO,EG,0.015,20,3.00E-08,1.081654564
CuO,H2O,0.05,30,1.25E-07,1.08174465
CuO,EG,0.015,40,1.50E-07,1.081799584
CuO,EG,0.015,30,8.00E-08,1.081830808
CuO,EG,0.015,25,5.00E-08,1.081857914
Al2O3,H2O,0.01,60,5.00E-08,1.081894517
CuO,EG,0.015,35,1.00E-07,1.081934639
CuO,H2O,0.045,30,1.00E-07,1.082101846
Al2O3,H2O,0.025,25,2.00E-08,1.082117995
Al2O3,H2O,0.01,50,3.00E-08,1.082174507
CuO,EG,0.015,30,7.00E-08,1.082215738
CuO,EG,0.015,20,2.00E-08,1.082251834
CuO,EG,0.015,35,9.00E-08,1.082317588
CuO,EG,0.01,55,7.00E-08,1.082347153
Al2O3,H2O,0.02,45,5.00E-08,1.082368516
CuO,EG,0.015,25,4.00E-08,1.082374008
CuO,H2O,0.045,25,7.00E-08,1.08239044
Al2O3,H2O,0.015,55,6.00E-08,1.082405828
CuO,H2O,0.04,30,8.00E-08,1.082459041
CuO,H2O,0.015,45,5.00E-08,1.082511101
Al2O3,H2O,0.045,40,1.25E-07,1.082559854
CuO,EG,0.015,40,1.25E-07,1.082589747
CuO,H2O,0.005,50,2.00E-08,1.082613276
CuO,EG,0.015,30,6.00E-08,1.08272898
CuO,H2O,0.025,50,1.25E-07,1.082777072
CuO,EG,0.015,35,8.00E-08,1.082796274
CuO,H2O,0.01,60,7.00E-08,1.083014805
CuO,H2O,0.02,25,2.00E-08,1.083015035
Al2O3,H2O,0.045,20,4.00E-08,1.083124063
CuO,H2O,0.035,45,1.50E-07,1.083143019
Al2O3,H2O,0.05,30,9.00E-08,1.083144761
CuO,H2O,0.03,30,5.00E-08,1.083173433
Al2O3,H2O,0.05,40,1.50E-07,1.083221988
CuO,H2O,0.02,45,7.00E-08,1.083227156
CuO,EG,0.015,25,3.00E-08,1.083234165
CuO,H2O,0.015,20,1.00E-08,1.083335988
CuO,EG,0.015,35,7.00E-08,1.083411728
CuO,EG,0.015,30,5.00E-08,1.083447517
CuO,H2O,0.04,20,4.00E-08,1.083461737
CuO,H2O,0.045,20,5.00E-08,1.083486887
Al2O3,H2O,0.035,35,6.00E-08,1.083578813
Al2O3,H2O,0.04,40,1.00E-07,1.083599958
CuO,EG,0.015,40,1.00E-07,1.083774992
CuO,EG,0.01,60,1.00E-07,1.08390723
CuO,EG,0.015,20,1.00E-08,1.084043643
Al2O3,H2O,0.015,25,1.00E-08,1.084068594
Al2O3,H2O,0.05,20,5.00E-08,1.084100096
Al2O3,H2O,0.025,40,5.00E-08,1.084166913
CuO,EG,0.015,35,6.00E-08,1.084232333
CuO,H2O,0.015,30,2.00E-08,1.08424502
Al2O3,H2O,0.035,40,8.00E-08,1.084320892
Al2O3,H2O,0.04,45,1.25E-07,1.084374097
CuO,EG,0.015,40,9.00E-08,1.084433461
Al2O3,H2O,0.045,30,7.00E-08,1.08450337
CuO,EG,0.015,30,4.00E-08,1.084525324
CuO,H2O,0.03,40,9.00E-08,1.084525955
Al2O3,H2O,0.045,35,9.00E-08,1.084555915
CuO,H2O,0.045,35,1.25E-07,1.08459183
CuO,H2O,0.025,40,7.00E-08,1.084623602
Al2O3,H2O,0.045,45,1.50E-07,1.084875493
Al2O3,H2O,0.04,20,3.00E-08,1.084901355
CuO,EG,0.015,25,2.00E-08,1.084954479
Al2O3,H2O,0.04,25,4.00E-08,1.084991729
CuO,H2O,0.05,20,6.00E-08,1.085053898
CuO,EG,0.015,45,1.50E-07,1.085095812
Al2O3,H2O,0.045,25,5.00E-08,1.085176356
CuO,EG,0.015,40,8.00E-08,1.085256548
CuO,EG,0.015,35,5.00E-08,1.08538118
CuO,H2O,0.025,45,9.00E-08,1.085431414
CuO,H2O,0.05,35,1.50E-07,1.085440634
CuO,H2O,0.04,35,1.00E-07,1.085453084
CuO,H2O,0.025,35,5.00E-08,1.08547176
Al2O3,H2O,0.035,45,1.00E-07,1.08554693
CuO,H2O,0.02,60,1.50E-07,1.085640224
CuO,H2O,0.05,25,8.00E-08,1.0857453
CuO,H2O,0.02,50,9.00E-08,1.085794358
Al2O3,H2O,0.02,55,8.00E-08,1.085855413
Al2O3,H2O,0.03,45,8.00E-08,1.085882648
Al2O3,H2O,0.02,30,2.00E-08,1.085922477
CuO,H2O,0.035,30,6.00E-08,1.085976111
CuO,H2O,0.035,35,8.00E-08,1.085993703
CuO,H2O,0.01,45,3.00E-08,1.086259653
CuO,EG,0.015,40,7.00E-08,1.086314802
CuO,EG,0.015,30,3.00E-08,1.086321668
Al2O3,H2O,0.02,20,1.00E-08,1.086503872
CuO,H2O,0.035,20,3.00E-08,1.086520311
CuO,H2O,0.01,50,4.00E-08,1.086586241
CuO,EG,0.015,45,1.25E-07,1.086606698
CuO,H2O,0.025,55,1.50E-07,1.086744793
CuO,H2O,0.03,50,1.50E-07,1.086750037
Al2O3,H2O,0.04,35,7.00E-08,1.086793859
CuO,H2O,0.045,30,9.00E-08,1.086841657
Al2O3,H2O,0.05,25,6.00E-08,1.086907552
CuO,EG,0.015,35,4.00E-08,1.08710445
CuO,H2O,0.015,55,8.00E-08,1.087354842
CuO,EG,0.01,55,6.00E-08,1.08752558
CuO,EG,0.01,60,9.00E-08,1.087556478
Al2O3,H2O,0.005,45,1.00E-08,1.087561241
CuO,EG,0.015,40,6.00E-08,1.087725807
Al2O3,H2O,0.05,30,8.00E-08,1.087846955
Al2O3,H2O,0.035,25,3.00E-08,1.08790024
CuO,H2O,0.04,25,5.00E-08,1.088083006
CuO,H2O,0.02,40,5.00E-08,1.088125723
Al2O3,H2O,0.03,40,6.00E-08,1.088233519
Al2O3,H2O,0.035,50,1.25E-07,1.088388652
Al2O3,H2O,0.025,50,8.00E-08,1.088411995
Al2O3,H2O,0.02,60,1.00E-07,1.088423984
CuO,H2O,0.035,25,4.00E-08,1.088439911
CuO,H2O,0.01,55,5.00E-08,1.088500532
Al2O3,H2O,0.05,35,1.00E-07,1.088861559
CuO,EG,0.015,45,1.00E-07,1.088873027
Al2O3,H2O,0.025,45,6.00E-08,1.089008747
CuO,EG,0.01,50,4.00E-08,1.089017619
Al2O3,H2O,0.04,50,1.50E-07,1.089032317
CuO,H2O,0.04,30,7.00E-08,1.089230201
Al2O3,H2O,0.03,50,1.00E-07,1.089242898
Al2O3,H2O,0.04,40,9.00E-08,1.08927408
Al2O3,H2O,0.025,55,1.00E-07,1.089304998
CuO,H2O,0.045,25,6.00E-08,1.089349999
Al2O3,H2O,0.02,50,6.00E-08,1.089453479
CuO,EG,0.01,45,2.00E-08,1.089466404
CuO,EG,0.015,40,5.00E-08,1.089701215
CuO,H2O,0.03,35,6.00E-08,1.089740679
Al2O3,H2O,0.03,55,1.25E-07,1.0898723
CuO,EG,0.015,30,2.00E-08,1.089914356
CuO,EG,0.015,35,3.00E-08,1.089976568
CuO,EG,0.015,25,1.00E-08,1.090115422
CuO,EG,0.015,45,9.00E-08,1.090132099
Al2O3,H2O,0.045,35,8.00E-08,1.090281555
CuO,H2O,0.04,40,1.25E-07,1.090458713
Al2O3,H2O,0.015,60,7.00E-08,1.090542468
CuO,H2O,0.015,50,6.00E-08,1.090559206
Al2O3,H2O,0.04,30,5.00E-08,1.090591042
CuO,H2O,0.015,60,1.00E-07,1.090607935
CuO,H2O,0.045,40,1.50E-07,1.091041961
Al2O3,H2O,0.035,30,4.00E-08,1.091116691
CuO,H2O,0.04,35,9.00E-08,1.091153277
CuO,H2O,0.05,30,1.00E-07,1.091224273
Al2O3,H2O,0.035,55,1.50E-07,1.091400363
CuO,EG,0.01,40,1.00E-08,1.091407332
Al2O3,H2O,0.01,45,2.00E-08,1.091411092
CuO,H2O,0.05,25,7.00E-08,1.091544933
CuO,H2O,0.035,40,1.00E-07,1.091662814
Al2O3,H2O,0.025,60,1.25E-07,1.091688717
CuO,EG,0.015,45,8.00E-08,1.091705938
Al2O3,H2O,0.05,40,1.25E-07,1.091733171
CuO,H2O,0.005,60,3.00E-08,1.091750769
Al2O3,H2O,0.045,30,6.00E-08,1.091758184
CuO,H2O,0.03,40,8.00E-08,1.091973241
CuO,H2O,0.03,25,3.00E-08,1.09204461
Al2O3,H2O,0.035,45,9.00E-08,1.092057816
CuO,EG,0.01,60,8.00E-08,1.092118039
CuO,EG,0.015,50,1.50E-07,1.092246799
Al2O3,H2O,0.035,40,7.00E-08,1.092300126
Al2O3,H2O,0.05,20,4.00E-08,1.09236007
CuO,EG,0.015,40,4.00E-08,1.092664326
CuO,H2O,0.05,20,5.00E-08,1.092763208
CuO,H2O,0.045,30,8.00E-08,1.092766421
CuO,H2O,0.005,40,1.00E-08,1.093525374
Al2O3,H2O,0.035,20,2.00E-08,1.093561958
CuO,H2O,0.025,45,8.00E-08,1.093570022
CuO,EG,0.015,45,7.00E-08,1.093729446
Al2O3,H2O,0.05,30,7.00E-08,1.093892633
CuO,H2O,0.045,20,4.00E-08,1.093894454
Al2O3,H2O,0.05,35,9.00E-08,1.093951016
CuO,H2O,0.05,35,1.25E-07,1.093990922
CuO,H2O,0.035,35,7.00E-08,1.094009598
Al2O3,H2O,0.045,40,1.00E-07,1.094049952
CuO,H2O,0.035,45,1.25E-07,1.094081307
Al2O3,H2O,0.035,35,5.00E-08,1.094266674
Al2O3,H2O,0.05,45,1.50E-07,1.094306103
CuO,H2O,0.02,45,6.00E-08,1.094388675
CuO,H2O,0.02,50,8.00E-08,1.09453217
Al2O3,H2O,0.03,35,4.00E-08,1.094541541
Al2O3,H2O,0.05,25,5.00E-08,1.094640396
CuO,H2O,0.03,45,1.00E-07,1.094704634
CuO,EG,0.01,55,5.00E-08,1.094775376
Al2O3,H2O,0.03,45,7.00E-08,1.094851726
Al2O3,H2O,0.045,45,1.25E-07,1.09492086
Al2O3,H2O,0.03,60,1.50E-07,1.094953451
CuO,H2O,0.04,45,1.50E-07,1.095020593
Al2O3,H2O,0.03,30,3.00E-08,1.095027919
Al2O3,H2O,0.015,50,4.00E-08,1.095175935
CuO,EG,0.015,50,1.25E-07,1.095248954
Al2O3,H2O,0.015,45,3.00E-08,1.095260943
CuO,H2O,0.025,40,6.00E-08,1.095262582
Al2O3,H2O,0.045,20,3.00E-08,1.095514024
Al2O3,H2O,0.04,35,6.00E-08,1.095518643
CuO,H2O,0.01,60,6.00E-08,1.095575647
Al2O3,H2O,0.045,25,4.00E-08,1.095615695
CuO,EG,0.015,35,2.00E-08,1.095720803
CuO,H2O,0.045,35,1.00E-07,1.09613472
Al2O3,H2O,0.02,55,7.00E-08,1.09614928
CuO,H2O,0.02,55,1.00E-07,1.096297142
Al2O3,H2O,0.04,40,8.00E-08,1.096366733
CuO,EG,0.015,45,6.00E-08,1.096427457
CuO,H2O,0.05,30,9.00E-08,1.09649073
Al2O3,H2O,0.03,50,9.00E-08,1.096732452
Al2O3,H2O,0.02,60,9.00E-08,1.096797878
Al2O3,H2O,0.015,55,5.00E-08,1.096817242
CuO,H2O,0.035,30,5.00E-08,1.097035672
CuO,H2O,0.03,20,2.00E-08,1.097288194
Al2O3,H2O,0.025,55,9.00E-08,1.097311339
CuO,H2O,0.03,30,4.00E-08,1.097392867
Al2O3,H2O,0.005,60,2.00E-08,1.097471046
CuO,EG,0.015,40,3.00E-08,1.097602845
Al2O3,H2O,0.045,35,7.00E-08,1.097643091
CuO,H2O,0.01,40,2.00E-08,1.097683319
Al2O3,H2O,0.04,45,1.00E-07,1.09776792
Al2O3,H2O,0.025,35,3.00E-08,1.097870084
CuO,EG,0.01,60,7.00E-08,1.097982903
CuO,H2O,0.015,55,7.00E-08,1.098163402
CuO,H2O,0.04,30,6.00E-08,1.098258413
CuO,H2O,0.04,35,8.00E-08,1.098278517
Al2O3,H2O,0.025,50,7.00E-08,1.098442647
CuO,H2O,0.025,50,1.00E-07,1.098505135
Al2O3,H2O,0.03,25,2.00E-08,1.098541594
CuO,H2O,0.035,40,9.00E-08,1.098613614
CuO,EG,0.015,55,1.50E-07,1.098664284
CuO,H2O,0.04,20,3.00E-08,1.098880355
CuO,H2O,0.045,25,5.00E-08,1.099093382
Al2O3,H2O,0.02,45,4.00E-08,1.099110794
CuO,H2O,0.05,25,6.00E-08,1.099277777
CuO,H2O,0.03,50,1.25E-07,1.099332487
CuO,H2O,0.015,60,9.00E-08,1.099400525
CuO,H2O,0.02,60,1.25E-07,1.099708367
CuO,EG,0.015,50,1.00E-07,1.099752186
CuO,H2O,0.015,45,4.00E-08,1.100090493
Al2O3,H2O,0.025,40,4.00E-08,1.100125382
Al2O3,H2O,0.045,50,1.50E-07,1.100161356
CuO,H2O,0.025,55,1.25E-07,1.100195447
Al2O3,H2O,0.035,45,8.00E-08,1.100196423
CuO,EG,0.015,45,5.00E-08,1.100204672
Al2O3,H2O,0.01,35,1.00E-08,1.100221524
Al2O3,H2O,0.05,35,8.00E-08,1.100312838
CuO,H2O,0.045,30,7.00E-08,1.100383976
Al2O3,H2O,0.045,40,9.00E-08,1.10043334
Al2O3,H2O,0.04,25,3.00E-08,1.100457417
CuO,EG,0.015,30,1.00E-08,1.10069242
Al2O3,H2O,0.01,60,4.00E-08,1.100735779
CuO,EG,0.005,50,1.00E-08,1.100799213
CuO,H2O,0.025,30,3.00E-08,1.100909938
Al2O3,H2O,0.03,40,5.00E-08,1.101000295
Al2O3,H2O,0.04,50,1.25E-07,1.101015602
CuO,H2O,0.04,25,4.00E-08,1.101074184
CuO,H2O,0.05,40,1.50E-07,1.101157734
CuO,H2O,0.035,50,1.50E-07,1.101208376
Al2O3,H2O,0.02,40,3.00E-08,1.101378265
CuO,H2O,0.025,35,4.00E-08,1.101503551
CuO,EG,0.01,50,3.00E-08,1.101526598
CuO,H2O,0.03,40,7.00E-08,1.101548323
CuO,H2O,0.045,40,1.25E-07,1.101766053
CuO,H2O,0.015,40,3.00E-08,1.101841264
Al2O3,H2O,0.045,30,5.00E-08,1.101914922
Al2O3,H2O,0.05,30,6.00E-08,1.101953537
