particle,fluid,phi,T,size,k_ratio
CuO,H2O,0.015,30,6.00E-08,1.036846905
CuO,H2O,0.015,35,8.00E-08,1.036854444
Al2O3,H2O,0.02,20,4.00E-08,1.036944028
CuO,H2O,0.005,25,1.00E-08,1.036992731
Al2O3,H2O,0.025,25,9.00E-08,1.03700974
CuO,H2O,0.015,20,3.00E-08,1.037080133
CuO,H2O,0.02,20,5.00E-08,1.037105283
CuO,H2O,0.03,20,1.50E-07,1.037155583
Al2O3,H2O,0.03,20,1.50E-07,1.037244099
Al2O3,H2O,0.025,20,7.00E-08,1.037330063
CuO,H2O,0.01,45,8.00E-08,1.037428009
CuO,H2O,0.005,55,6.00E-08,1.037524939
Al2O3,H2O,0.02,30,7.00E-08,1.037557053
Al2O3,H2O,0.02,35,9.00E-08,1.037580407
CuO,H2O,0.02,35,1.25E-07,1.037596369
CuO,EG,0.005,35,1.00E-08,1.037651169
Al2O3,H2O,0.015,25,3.00E-08,1.037671531
CuO,H2O,0.025,20,8.00E-08,1.037708631
CuO,H2O,0.025,30,1.50E-07,1.037712451
CuO,EG,0.005,55,9.00E-08,1.037721292
Al2O3,H2O,0.02,45,1.50E-07,1.037722441
Al2O3,H2O,0.02,25,5.00E-08,1.037856158
Al2O3,H2O,0.015,50,1.25E-07,1.037880851
CuO,H2O,0.015,25,4.00E-08,1.037902819
CuO,H2O,0.01,40,6.00E-08,1.038105033
Al2O3,H2O,0.03,25,1.50E-07,1.038225413
CuO,EG,0.005,50,6.00E-08,1.03825432
Al2O3,H2O,0.005,30,1.00E-08,1.038408518
CuO,EG,0.005,45,3.00E-08,1.038437844
Al2O3,H2O,0.03,20,1.25E-07,1.038565695
CuO,H2O,0.02,30,9.00E-08,1.038596292
Al2O3,H2O,0.025,25,8.00E-08,1.038620749
CuO,EG,0.005,60,1.25E-07,1.038669291
CuO,H2O,0.025,25,1.00E-07,1.038812907
Al2O3,H2O,0.01,55,9.00E-08,1.038924536
CuO,H2O,0.03,20,1.25E-07,1.039005817
Al2O3,H2O,0.015,30,4.00E-08,1.03905001
Al2O3,H2O,0.01,35,3.00E-08,1.039148033
Al2O3,H2O,0.015,55,1.50E-07,1.039171584
CuO,EG,0.005,55,8.00E-08,1.039231667
CuO,H2O,0.015,40,1.00E-07,1.039284063
Al2O3,H2O,0.025,20,6.00E-08,1.039296723
Al2O3,H2O,0.01,50,7.00E-08,1.039377059
CuO,H2O,0.01,50,1.00E-07,1.039402054
Al2O3,H2O,0.015,45,9.00E-08,1.03945335
Al2O3,H2O,0.005,55,4.00E-08,1.039478121
Al2O3,H2O,0.015,40,7.00E-08,1.039557197
Al2O3,H2O,0.025,30,1.00E-07,1.039691503
CuO,H2O,0.02,25,6.00E-08,1.039711111
CuO,H2O,0.025,20,7.00E-08,1.039773625
Al2O3,H2O,0.025,35,1.25E-07,1.039850268
Al2O3,H2O,0.01,40,4.00E-08,1.040050153
CuO,H2O,0.01,55,1.25E-07,1.040078179
CuO,H2O,0.03,25,1.50E-07,1.0400799
Al2O3,H2O,0.03,25,1.25E-07,1.040081295
Al2O3,H2O,0.015,20,2.00E-08,1.040097982
Al2O3,H2O,0.02,35,8.00E-08,1.040125135
CuO,H2O,0.015,35,7.00E-08,1.040289828
CuO,H2O,0.015,45,1.25E-07,1.04032056
CuO,H2O,0.01,30,3.00E-08,1.040363975
Al2O3,H2O,0.015,35,5.00E-08,1.040400003
CuO,H2O,0.02,40,1.50E-07,1.040463094
Al2O3,H2O,0.03,20,1.00E-07,1.040548089
CuO,H2O,0.01,35,4.00E-08,1.040601421
CuO,H2O,0.025,25,9.00E-08,1.040617237
Al2O3,H2O,0.025,25,7.00E-08,1.040692046
CuO,EG,0.005,50,5.00E-08,1.040756116
Al2O3,H2O,0.02,30,6.00E-08,1.040781415
Al2O3,H2O,0.03,30,1.50E-07,1.040858644
CuO,H2O,0.025,30,1.25E-07,1.040872325
Al2O3,H2O,0.005,60,5.00E-08,1.040947258
Al2O3,H2O,0.005,50,3.00E-08,1.041087254
CuO,EG,0.005,55,7.00E-08,1.041173577
Al2O3,H2O,0.01,45,5.00E-08,1.041184258
CuO,H2O,0.02,30,8.00E-08,1.041229521
CuO,H2O,0.005,60,7.00E-08,1.041507403
CuO,H2O,0.01,25,2.00E-08,1.041507518
Al2O3,H2O,0.025,30,9.00E-08,1.041572381
CuO,H2O,0.015,30,5.00E-08,1.041586716
Al2O3,H2O,0.025,40,1.50E-07,1.041610994
CuO,H2O,0.01,45,7.00E-08,1.041613578
Al2O3,H2O,0.03,20,9.00E-08,1.041649419
CuO,H2O,0.02,20,4.00E-08,1.041730869
CuO,H2O,0.03,20,1.00E-07,1.041781168
Al2O3,H2O,0.02,40,1.00E-07,1.041799979
CuO,EG,0.005,60,1.00E-07,1.041953615
Al2O3,H2O,0.025,20,5.00E-08,1.042050048
Al2O3,H2O,0.02,45,1.25E-07,1.042187049
CuO,H2O,0.015,40,9.00E-08,1.042262978
Al2O3,H2O,0.02,20,3.00E-08,1.042450677
Al2O3,H2O,0.02,25,4.00E-08,1.042495865
CuO,H2O,0.025,20,6.00E-08,1.042526949
CuO,H2O,0.03,25,1.25E-07,1.042678135
CuO,H2O,0.025,35,1.50E-07,1.042720317
CuO,H2O,0.02,35,1.00E-07,1.042726542
CuO,H2O,0.01,60,1.50E-07,1.042820112
Al2O3,H2O,0.03,25,1.00E-07,1.042865119
CuO,H2O,0.025,25,8.00E-08,1.04287265
CuO,H2O,0.01,50,9.00E-08,1.042897179
Al2O3,H2O,0.01,55,8.00E-08,1.042927706
Al2O3,H2O,0.015,45,8.00E-08,1.042941324
Al2O3,H2O,0.01,30,2.00E-08,1.042961239
Al2O3,H2O,0.03,20,8.00E-08,1.043026081
CuO,H2O,0.005,45,3.00E-08,1.043129827
Al2O3,H2O,0.01,20,1.00E-08,1.043251936
CuO,H2O,0.005,50,4.00E-08,1.043293121
CuO,H2O,0.03,20,9.00E-08,1.04332303
CuO,H2O,0.035,20,1.50E-07,1.04334818
CuO,H2O,0.015,50,1.50E-07,1.043375018
Al2O3,H2O,0.02,35,7.00E-08,1.043396929
Al2O3,H2O,0.035,20,1.50E-07,1.043451449
Al2O3,H2O,0.025,25,6.00E-08,1.043453776
Al2O3,H2O,0.03,30,1.25E-07,1.043567108
CuO,EG,0.005,55,6.00E-08,1.04376279
CuO,EG,0.005,60,9.00E-08,1.043778239
Al2O3,H2O,0.025,30,8.00E-08,1.043923478
CuO,H2O,0.02,25,5.00E-08,1.044041503
CuO,H2O,0.01,40,5.00E-08,1.044062861
Al2O3,H2O,0.015,40,6.00E-08,1.04411676
Al2O3,H2O,0.03,35,1.50E-07,1.044155912
Al2O3,H2O,0.01,60,1.00E-07,1.044211992
CuO,H2O,0.005,55,5.00E-08,1.044250266
Al2O3,H2O,0.03,25,9.00E-08,1.044411688
Al2O3,H2O,0.025,35,1.00E-07,1.044430779
CuO,EG,0.005,50,4.00E-08,1.04450881
Al2O3,H2O,0.02,50,1.50E-07,1.044516158
Al2O3,H2O,0.035,25,1.50E-07,1.044596315
CuO,H2O,0.02,30,7.00E-08,1.0446151
Al2O3,H2O,0.015,50,1.00E-07,1.044621449
Al2O3,H2O,0.02,40,9.00E-08,1.04463704
Al2O3,H2O,0.01,50,6.00E-08,1.04472674
CuO,EG,0.005,45,2.00E-08,1.044733202
Al2O3,H2O,0.03,20,7.00E-08,1.044796076
CuO,H2O,0.015,35,6.00E-08,1.04487034
Al2O3,H2O,0.015,55,1.25E-07,1.04493615
Al2O3,H2O,0.035,20,1.25E-07,1.044993311
CuO,H2O,0.02,40,1.25E-07,1.045229357
CuO,H2O,0.03,20,8.00E-08,1.045250357
CuO,H2O,0.03,30,1.50E-07,1.045254941
Al2O3,H2O,0.02,30,5.00E-08,1.045295521
CuO,H2O,0.035,20,1.25E-07,1.045506786
CuO,H2O,0.02,35,9.00E-08,1.045576638
CuO,H2O,0.025,30,1.00E-07,1.045612136
CuO,EG,0.005,40,1.00E-08,1.045703666
Al2O3,H2O,0.005,45,2.00E-08,1.045705546
CuO,H2O,0.025,25,7.00E-08,1.045772466
Al2O3,H2O,0.025,40,1.25E-07,1.045866586
CuO,H2O,0.015,40,8.00E-08,1.045986621
CuO,H2O,0.015,25,3.00E-08,1.046022305
CuO,EG,0.005,60,8.00E-08,1.04605902
Al2O3,H2O,0.025,20,4.00E-08,1.046180035
Al2O3,H2O,0.03,25,8.00E-08,1.046344899
CuO,H2O,0.025,20,5.00E-08,1.046381604
CuO,H2O,0.03,25,1.00E-07,1.046575488
CuO,H2O,0.035,25,1.50E-07,1.046759883
Al2O3,H2O,0.035,25,1.25E-07,1.046761511
Al2O3,H2O,0.025,30,7.00E-08,1.046946317
Al2O3,H2O,0.025,35,9.00E-08,1.046975508
CuO,H2O,0.025,35,1.25E-07,1.046995461
Al2O3,H2O,0.025,45,1.50E-07,1.047153051
Al2O3,H2O,0.03,20,6.00E-08,1.047156068
CuO,H2O,0.01,45,6.00E-08,1.047194338
CuO,H2O,0.01,50,8.00E-08,1.047266085
Al2O3,H2O,0.015,35,4.00E-08,1.047270771
Al2O3,H2O,0.035,20,1.00E-07,1.047306104
Al2O3,H2O,0.025,25,5.00E-08,1.047320198
CuO,H2O,0.015,45,1.00E-07,1.047352317
CuO,EG,0.005,55,5.00E-08,1.047387688
Al2O3,H2O,0.015,45,7.00E-08,1.047425863
Al2O3,H2O,0.015,60,1.50E-07,1.047476725
CuO,H2O,0.02,45,1.50E-07,1.047510297
Al2O3,H2O,0.015,30,3.00E-08,1.047513959
Al2O3,H2O,0.03,30,1.00E-07,1.047629804
Al2O3,H2O,0.035,30,1.50E-07,1.047668418
CuO,H2O,0.03,20,7.00E-08,1.047728349
Al2O3,H2O,0.02,35,6.00E-08,1.047759322
CuO,H2O,0.005,60,6.00E-08,1.047787823
Al2O3,H2O,0.03,35,1.25E-07,1.047820321
Al2O3,H2O,0.01,55,7.00E-08,1.04807464
CuO,H2O,0.01,55,1.00E-07,1.048148571
Al2O3,H2O,0.02,40,8.00E-08,1.048183367
CuO,H2O,0.025,30,9.00E-08,1.048245365
Al2O3,H2O,0.015,50,9.00E-08,1.048366226
Al2O3,H2O,0.01,60,9.00E-08,1.048398939
Al2O3,H2O,0.035,20,9.00E-08,1.048590989
CuO,H2O,0.015,20,2.00E-08,1.048644097
CuO,H2O,0.015,30,4.00E-08,1.048696434
CuO,H2O,0.03,25,9.00E-08,1.048740685
CuO,H2O,0.035,20,1.00E-07,1.048744696
Al2O3,H2O,0.03,25,7.00E-08,1.048830455
CuO,H2O,0.005,40,2.00E-08,1.04884166
Al2O3,H2O,0.02,45,1.00E-07,1.04888396
CuO,EG,0.005,60,7.00E-08,1.048991451
CuO,H2O,0.03,30,1.25E-07,1.04904679
CuO,H2O,0.02,30,6.00E-08,1.049129207
CuO,H2O,0.02,35,8.00E-08,1.049139259
Al2O3,H2O,0.015,25,2.00E-08,1.049270797
CuO,H2O,0.02,20,3.00E-08,1.049440178
CuO,H2O,0.04,20,1.50E-07,1.049540777
Al2O3,H2O,0.01,45,4.00E-08,1.049555397
CuO,H2O,0.025,25,6.00E-08,1.049638888
Al2O3,H2O,0.04,20,1.50E-07,1.049658799
CuO,H2O,0.015,50,1.25E-07,1.049666243
CuO,H2O,0.035,25,1.25E-07,1.049791158
CuO,H2O,0.01,60,1.25E-07,1.049854183
Al2O3,H2O,0.03,30,9.00E-08,1.049886857
Al2O3,H2O,0.03,40,1.50E-07,1.049933193
Al2O3,H2O,0.035,25,1.00E-07,1.050009305
Al2O3,H2O,0.005,35,1.00E-08,1.050110762
Al2O3,H2O,0.025,35,8.00E-08,1.050156419
Al2O3,H2O,0.035,20,8.00E-08,1.050197095
Al2O3,H2O,0.02,25,3.00E-08,1.050228708
Al2O3,H2O,0.005,60,4.00E-08,1.05036789
Al2O3,H2O,0.03,20,5.00E-08,1.050460058
Al2O3,H2O,0.015,40,5.00E-08,1.050500148
Al2O3,H2O,0.02,50,1.25E-07,1.050507801
CuO,H2O,0.02,25,4.00E-08,1.050537092
CuO,H2O,0.035,20,9.00E-08,1.050543535
CuO,H2O,0.025,40,1.50E-07,1.050578867
Al2O3,H2O,0.01,40,3.00E-08,1.050689133
CuO,EG,0.005,50,3.00E-08,1.050763299
CuO,H2O,0.015,40,7.00E-08,1.050774161
Al2O3,H2O,0.035,30,1.25E-07,1.050828293
Al2O3,H2O,0.04,25,1.50E-07,1.050967217
Al2O3,H2O,0.025,30,6.00E-08,1.050976769
CuO,H2O,0.03,20,6.00E-08,1.051032339
CuO,H2O,0.015,45,9.00E-08,1.051258849
CuO,H2O,0.03,35,1.50E-07,1.05126438
CuO,H2O,0.015,35,5.00E-08,1.051283056
CuO,H2O,0.01,35,3.00E-08,1.051289281
Al2O3,H2O,0.04,20,1.25E-07,1.051420927
CuO,H2O,0.03,25,8.00E-08,1.05144718
Al2O3,H2O,0.005,55,3.00E-08,1.051487633
Al2O3,H2O,0.035,35,1.50E-07,1.05151523
CuO,H2O,0.025,30,8.00E-08,1.051536901
CuO,H2O,0.005,30,1.00E-08,1.051780731
Al2O3,H2O,0.035,25,9.00E-08,1.051813636
CuO,H2O,0.04,20,1.25E-07,1.052007756
CuO,H2O,0.015,55,1.50E-07,1.052046876
Al2O3,H2O,0.02,30,4.00E-08,1.05206668
Al2O3,H2O,0.03,25,6.00E-08,1.052144531
CuO,H2O,0.025,20,4.00E-08,1.052163586
Al2O3,H2O,0.01,50,5.00E-08,1.052216293
Al2O3,H2O,0.02,55,1.50E-07,1.052228779
Al2O3,H2O,0.025,40,1.00E-07,1.052249973
Al2O3,H2O,0.035,20,7.00E-08,1.052262088
CuO,H2O,0.02,40,1.00E-07,1.052378751
Al2O3,H2O,0.02,45,9.00E-08,1.052604466
CuO,H2O,0.01,55,9.00E-08,1.052632122
Al2O3,H2O,0.03,30,8.00E-08,1.052708173
Al2O3,H2O,0.025,45,1.25E-07,1.052733811
Al2O3,H2O,0.02,40,7.00E-08,1.052742929
CuO,H2O,0.035,20,8.00E-08,1.052792083
CuO,H2O,0.035,30,1.50E-07,1.052797431
CuO,EG,0.005,55,4.00E-08,1.052825036
CuO,H2O,0.01,50,7.00E-08,1.05288325
CuO,EG,0.005,60,6.00E-08,1.05290136
CuO,H2O,0.01,40,4.00E-08,1.052999604
Al2O3,H2O,0.015,50,8.00E-08,1.053047197
Al2O3,H2O,0.025,20,3.00E-08,1.053063347
Al2O3,H2O,0.025,25,4.00E-08,1.053119831
Al2O3,H2O,0.03,35,1.00E-07,1.053316935
Al2O3,H2O,0.015,45,6.00E-08,1.053405248
CuO,H2O,0.025,35,1.00E-07,1.053408178
CuO,H2O,0.04,25,1.50E-07,1.053439866
Al2O3,H2O,0.04,25,1.25E-07,1.053441727
Al2O3,H2O,0.02,20,2.00E-08,1.053463976
Al2O3,H2O,0.015,55,1.00E-07,1.053582999
Al2O3,H2O,0.01,60,8.00E-08,1.053632623
CuO,EG,0.01,25,1.50E-07,1.053654442
CuO,EG,0.01,30,1.50E-07,1.053715578
CuO,H2O,0.02,35,7.00E-08,1.05371977
CuO,EG,0.01,25,1.25E-07,1.053746192
CuO,H2O,0.02,45,1.25E-07,1.053760747
CuO,EG,0.01,20,1.50E-07,1.053799288
CuO,EG,0.01,20,1.25E-07,1.053831142
CuO,EG,0.01,35,1.50E-07,1.053857194
Al2O3,H2O,0.02,35,5.00E-08,1.053866671
CuO,EG,0.01,20,1.00E-07,1.053878924
CuO,EG,0.01,25,1.00E-07,1.053883817
CuO,EG,0.01,20,9.00E-08,1.053905469
CuO,EG,0.01,30,1.25E-07,1.053907188
CuO,EG,0.01,20,8.00E-08,1.053938651
CuO,EG,0.01,25,9.00E-08,1.053960275
CuO,EG,0.01,20,7.00E-08,1.053981313
CuO,EG,0.01,20,6.00E-08,1.054038196
CuO,EG,0.01,25,8.00E-08,1.054055848
Al2O3,H2O,0.04,20,1.00E-07,1.054064119
Al2O3,H2O,0.035,25,8.00E-08,1.054069048
CuO,EG,0.01,20,5.00E-08,1.054117832
CuO,EG,0.01,35,1.25E-07,1.054163554
CuO,EG,0.01,25,7.00E-08,1.054178728
CuO,EG,0.01,30,1.00E-07,1.054194603
CuO,EG,0.01,20,4.00E-08,1.054237286
Al2O3,H2O,0.025,35,7.00E-08,1.054246162
CuO,H2O,0.035,25,1.00E-07,1.05433807
CuO,H2O,0.005,55,4.00E-08,1.054338256
CuO,EG,0.01,25,6.00E-08,1.054342567
CuO,EG,0.01,30,9.00E-08,1.054354278
Al2O3,H2O,0.01,35,2.00E-08,1.054416406
CuO,EG,0.01,20,3.00E-08,1.054436376
Al2O3,H2O,0.04,30,1.50E-07,1.054478193
CuO,EG,0.01,40,1.50E-07,1.054533056
CuO,EG,0.01,30,8.00E-08,1.054553872
CuO,EG,0.01,25,5.00E-08,1.054571943
CuO,EG,0.01,35,1.00E-07,1.054623092
CuO,H2O,0.03,30,1.00E-07,1.054734564
CuO,EG,0.01,30,7.00E-08,1.054810492
CuO,EG,0.01,20,2.00E-08,1.054834556
CuO,EG,0.01,35,9.00E-08,1.054878392
CuO,EG,0.01,25,4.00E-08,1.054916005
CuO,H2O,0.03,25,7.00E-08,1.05492696
Al2O3,H2O,0.01,55,6.00E-08,1.054937219
CuO,H2O,0.01,45,5.00E-08,1.055007401
Al2O3,H2O,0.015,60,1.25E-07,1.05501323
Al2O3,H2O,0.035,20,6.00E-08,1.055015413
Al2O3,H2O,0.03,40,1.25E-07,1.055039903
CuO,H2O,0.025,25,5.00E-08,1.055051879
CuO,EG,0.01,40,1.25E-07,1.055059832
CuO,EG,0.01,30,6.00E-08,1.055152653
CuO,EG,0.01,35,8.00E-08,1.055197516
Al2O3,H2O,0.03,20,4.00E-08,1.055416042
CuO,H2O,0.02,30,5.00E-08,1.055448955
CuO,EG,0.01,25,3.00E-08,1.055489443
Al2O3,H2O,0.04,20,9.00E-08,1.055532558
CuO,H2O,0.01,20,1.00E-08,1.055557325
Al2O3,H2O,0.035,30,1.00E-07,1.055568104
CuO,EG,0.01,35,7.00E-08,1.055607818
CuO,EG,0.01,30,5.00E-08,1.055631678
Al2O3,H2O,0.025,50,1.50E-07,1.055645198
CuO,H2O,0.03,20,5.00E-08,1.055657925
CuO,H2O,0.035,20,7.00E-08,1.055683074
CuO,H2O,0.04,20,1.00E-07,1.055708224
CuO,H2O,0.045,20,1.50E-07,1.055733374
CuO,H2O,0.025,30,7.00E-08,1.055768875
Al2O3,H2O,0.035,35,1.25E-07,1.055790375
Al2O3,H2O,0.025,40,9.00E-08,1.0557963
CuO,EG,0.01,40,1.00E-07,1.055849995
Al2O3,H2O,0.045,20,1.50E-07,1.055866149
CuO,EG,0.01,20,1.00E-08,1.056029095
Al2O3,H2O,0.01,25,1.00E-08,1.056045729
CuO,H2O,0.015,45,8.00E-08,1.056142013
CuO,EG,0.01,35,6.00E-08,1.056154888
CuO,H2O,0.01,30,2.00E-08,1.056163347
CuO,EG,0.01,40,9.00E-08,1.056288974
Al2O3,H2O,0.03,30,7.00E-08,1.05633558
CuO,EG,0.01,30,4.00E-08,1.056350216
CuO,H2O,0.02,40,9.00E-08,1.056350637
Al2O3,H2O,0.03,35,9.00E-08,1.05637061
CuO,H2O,0.03,35,1.25E-07,1.056394553
CuO,H2O,0.005,50,3.00E-08,1.056399839
CuO,H2O,0.025,40,1.25E-07,1.056536696
CuO,H2O,0.005,60,5.00E-08,1.056580413
Al2O3,H2O,0.03,45,1.50E-07,1.056583662
Al2O3,H2O,0.025,30,5.00E-08,1.056619401
CuO,EG,0.01,25,2.00E-08,1.05663632
CuO,EG,0.01,45,1.50E-07,1.056730542
Al2O3,H2O,0.03,25,5.00E-08,1.056784238
CuO,EG,0.01,40,8.00E-08,1.056837698
CuO,H2O,0.035,25,9.00E-08,1.056864132
CuO,H2O,0.04,25,1.25E-07,1.05690418
CuO,EG,0.01,35,5.00E-08,1.056920787
Al2O3,H2O,0.035,25,7.00E-08,1.056968865
CuO,H2O,0.025,35,9.00E-08,1.056970798
Al2O3,H2O,0.04,25,1.00E-07,1.057153492
CuO,H2O,0.015,40,6.00E-08,1.057157549
CuO,H2O,0.035,30,1.25E-07,1.057221255
Al2O3,H2O,0.02,45,8.00E-08,1.057255099
Al2O3,H2O,0.045,25,1.50E-07,1.057338119
Al2O3,H2O,0.04,20,8.00E-08,1.057368108
CuO,EG,0.01,40,7.00E-08,1.057543201
CuO,EG,0.01,30,3.00E-08,1.057547778
CuO,EG,0.01,45,1.25E-07,1.057737799
CuO,H2O,0.04,20,9.00E-08,1.05776404
CuO,H2O,0.02,50,1.50E-07,1.057833358
Al2O3,H2O,0.045,20,1.25E-07,1.057848543
CuO,H2O,0.03,30,9.00E-08,1.057894438
CuO,EG,0.01,35,4.00E-08,1.058069634
Al2O3,H2O,0.04,30,1.25E-07,1.058089477
Al2O3,H2O,0.035,30,9.00E-08,1.058201333
CuO,H2O,0.01,55,8.00E-08,1.058236561
Al2O3,H2O,0.035,40,1.50E-07,1.058255391
CuO,EG,0.005,60,5.00E-08,1.058375233
Al2O3,H2O,0.015,55,9.00E-08,1.058386804
CuO,EG,0.01,40,6.00E-08,1.058483871
CuO,H2O,0.045,20,1.25E-07,1.058508725
Al2O3,H2O,0.015,35,3.00E-08,1.05872205
Al2O3,H2O,0.02,40,6.00E-08,1.058822346
Al2O3,H2O,0.035,20,5.00E-08,1.058870067
Al2O3,H2O,0.04,35,1.50E-07,1.058874549
Al2O3,H2O,0.015,50,7.00E-08,1.059065588
CuO,H2O,0.015,50,1.00E-07,1.059103081
Al2O3,H2O,0.04,25,9.00E-08,1.059215584
CuO,EG,0.01,45,1.00E-07,1.059248685
CuO,H2O,0.025,45,1.50E-07,1.059387871
Al2O3,H2O,0.02,50,1.00E-07,1.059495265
CuO,H2O,0.035,20,6.00E-08,1.059537729
CuO,H2O,0.03,25,6.00E-08,1.059566666
Al2O3,H2O,0.025,35,6.00E-08,1.059699152
Al2O3,H2O,0.04,20,7.00E-08,1.059728101
CuO,EG,0.01,40,5.00E-08,1.05980081
CuO,H2O,0.035,35,1.50E-07,1.059808444
Al2O3,H2O,0.005,50,2.00E-08,1.059811137
CuO,H2O,0.02,35,6.00E-08,1.059827119
Al2O3,H2O,0.02,55,1.25E-07,1.059914867
CuO,EG,0.01,30,2.00E-08,1.059942904
CuO,EG,0.01,35,3.00E-08,1.059984379
CuO,H2O,0.035,25,8.00E-08,1.06002171
Al2O3,H2O,0.015,40,4.00E-08,1.060075229
CuO,EG,0.01,25,1.00E-08,1.060076948
CuO,EG,0.01,45,9.00E-08,1.060088066
CuO,H2O,0.015,55,1.25E-07,1.060117268
CuO,H2O,0.045,25,1.50E-07,1.06011985
Al2O3,H2O,0.045,25,1.25E-07,1.060121943
Al2O3,H2O,0.03,35,8.00E-08,1.060187703
Al2O3,H2O,0.025,40,8.00E-08,1.060229208
CuO,H2O,0.04,20,8.00E-08,1.06033381
CuO,H2O,0.04,30,1.50E-07,1.060339921
Al2O3,H2O,0.01,60,7.00E-08,1.060361645
CuO,H2O,0.01,50,6.00E-08,1.060372804
CuO,H2O,0.01,60,1.00E-07,1.06040529
CuO,H2O,0.015,30,3.00E-08,1.060545963
CuO,H2O,0.03,40,1.50E-07,1.060694641
Al2O3,H2O,0.045,20,1.00E-07,1.060822133
Al2O3,H2O,0.035,25,6.00E-08,1.060835287
CuO,H2O,0.015,35,4.00E-08,1.060902131
Al2O3,H2O,0.025,45,1.00E-07,1.06110495
CuO,EG,0.01,45,8.00E-08,1.061137292
Al2O3,H2O,0.03,30,6.00E-08,1.061172122
Al2O3,H2O,0.045,30,1.50E-07,1.061287967
CuO,H2O,0.02,40,8.00E-08,1.061315494
CuO,H2O,0.02,25,3.00E-08,1.061363073
CuO,H2O,0.025,30,6.00E-08,1.061411508
CuO,H2O,0.025,35,8.00E-08,1.061424073
Al2O3,H2O,0.035,30,8.00E-08,1.061492869
CuO,EG,0.01,50,1.50E-07,1.061497866
CuO,EG,0.01,40,4.00E-08,1.061776218
Al2O3,H2O,0.015,45,5.00E-08,1.061776387
Al2O3,H2O,0.04,25,8.00E-08,1.061793198
CuO,H2O,0.025,20,3.00E-08,1.061800222
CuO,H2O,0.03,30,8.00E-08,1.061844281
CuO,EG,0.005,55,3.00E-08,1.061887282
CuO,H2O,0.05,20,1.50E-07,1.061925971
Al2O3,H2O,0.05,20,1.50E-07,1.062073499
CuO,H2O,0.04,25,1.00E-07,1.062100651
Al2O3,H2O,0.035,35,1.00E-07,1.062203091
CuO,H2O,0.015,25,2.00E-08,1.062261277
CuO,H2O,0.015,45,7.00E-08,1.062420367
Al2O3,H2O,0.045,20,9.00E-08,1.062474128
CuO,EG,0.01,45,7.00E-08,1.062486298
CuO,H2O,0.03,20,4.00E-08,1.062596303
CuO,H2O,0.005,45,2.00E-08,1.062662484
CuO,H2O,0.045,20,1.00E-07,1.062671752
Al2O3,H2O,0.03,40,1.00E-07,1.062699968
Al2O3,H2O,0.025,25,3.00E-08,1.062785885
Al2O3,H2O,0.04,20,6.00E-08,1.062874757
Al2O3,H2O,0.02,35,4.00E-08,1.063027694
Al2O3,H2O,0.025,50,1.25E-07,1.063134752
CuO,H2O,0.02,45,1.00E-07,1.063136423
CuO,H2O,0.025,25,4.00E-08,1.063171365
Al2O3,H2O,0.02,45,7.00E-08,1.063234484
CuO,EG,0.005,50,2.00E-08,1.063272277
Al2O3,H2O,0.03,45,1.25E-07,1.063280573
Al2O3,H2O,0.02,60,1.50E-07,1.0633023
Al2O3,H2O,0.02,30,3.00E-08,1.063351946
Al2O3,H2O,0.01,50,4.00E-08,1.063450624
CuO,EG,0.01,50,1.25E-07,1.063499303
Al2O3,H2O,0.04,30,1.00E-07,1.063506405
Al2O3,H2O,0.01,45,3.00E-08,1.063507295
CuO,EG,0.005,45,1.00E-08,1.063619276
CuO,H2O,0.04,20,7.00E-08,1.063637799
Al2O3,H2O,0.03,20,3.00E-08,1.063676016
Al2O3,H2O,0.05,25,1.50E-07,1.063709021
Al2O3,H2O,0.03,25,4.00E-08,1.063743797
Al2O3,H2O,0.04,35,1.25E-07,1.063760428
CuO,EG,0.01,35,2.00E-08,1.063813869
CuO,H2O,0.035,30,1.00E-07,1.063856991
CuO,H2O,0.045,25,1.25E-07,1.064017203
CuO,H2O,0.035,25,7.00E-08,1.064081453
CuO,H2O,0.03,35,1.00E-07,1.064089813
Al2O3,H2O,0.035,40,1.25E-07,1.06421322
CuO,H2O,0.015,60,1.50E-07,1.064230168
Al2O3,H2O,0.05,20,1.25E-07,1.064276159
CuO,EG,0.01,45,6.00E-08,1.064284971
Al2O3,H2O,0.045,25,1.00E-07,1.064297678
CuO,H2O,0.015,50,9.00E-08,1.064345768
Al2O3,H2O,0.015,55,8.00E-08,1.06439156
Al2O3,H2O,0.015,30,2.00E-08,1.064441858
Al2O3,H2O,0.02,50,9.00E-08,1.064488301
Al2O3,H2O,0.045,20,8.00E-08,1.064539122
Al2O3,H2O,0.01,55,5.00E-08,1.064544828
Al2O3,H2O,0.035,20,4.00E-08,1.064652049
CuO,H2O,0.02,20,2.00E-08,1.064858796
Al2O3,H2O,0.015,20,1.00E-08,1.064877904
CuO,H2O,0.02,30,4.00E-08,1.064928578
CuO,H2O,0.035,20,5.00E-08,1.064934245
CuO,H2O,0.045,20,9.00E-08,1.064984545
CuO,H2O,0.04,25,9.00E-08,1.06498758
CuO,H2O,0.05,20,1.25E-07,1.065009695
CuO,EG,0.01,40,3.00E-08,1.065068564
Al2O3,H2O,0.025,30,4.00E-08,1.065083351
Al2O3,H2O,0.03,35,7.00E-08,1.065095394
Al2O3,H2O,0.04,25,7.00E-08,1.065107274
Al2O3,H2O,0.025,55,1.50E-07,1.065285974
