particle,fluid,phi,T,size,k_ratio
CuO,EG,0.005,35,8e-08,1.01696341439067
CuO,EG,0.01,35,8e-08,1.03411975797917
CuO,EG,0.015,35,8e-08,1.05147234093799
CuO,EG,0.02,35,8e-08,1.06902454960067
CuO,EG,0.025,35,8e-08,1.08677984866489
CuO,EG,0.03,35,8e-08,1.10474178347244
CuO,EG,0.035,35,8e-08,1.12291398236935
CuO,EG,0.04,35,8e-08,1.14130015914928
CuO,EG,0.045,35,8e-08,1.1599041155838
CuO,EG,0.05,35,8e-08,1.1787297440431
Fe,EG,0.005,35,8e-08,1.01724869889971
Fe,EG,0.01,35,8e-08,1.03469688986812
Fe,EG,0.015,35,8e-08,1.05234805391242
Fe,EG,0.02,35,8e-08,1.07020575350203
Fe,EG,0.025,35,8e-08,1.08827363496563
Fe,EG,0.03,35,8e-08,1.10655543097325
Fe,EG,0.035,35,8e-08,1.12505496310708
Fe,EG,0.04,35,8e-08,1.14377614452472
Fe,EG,0.045,35,8e-08,1.16272298271868
Fe,EG,0.05,35,8e-08,1.1818995823763
TiO2,EG,0.005,35,8e-08,1.01567474284475
TiO2,EG,0.01,35,8e-08,1.03151414439261
TiO2,EG,0.015,35,8e-08,1.04752081288205
TiO2,EG,0.02,35,8e-08,1.06369741193089
TiO2,EG,0.025,35,8e-08,1.08004666201395
TiO2,EG,0.03,35,8e-08,1.09657134198823
TiO2,EG,0.035,35,8e-08,1.11327429066751
TiO2,EG,0.04,35,8e-08,1.13015840844818
TiO2,EG,0.045,35,8e-08,1.14722665898816
TiO2,EG,0.05,35,8e-08,1.16448207094122
MgO,EG,0.005,35,8e-08,1.0171158714438
MgO,EG,0.01,35,8e-08,1.03442816557294
MgO,EG,0.015,35,8e-08,1.05194028313736
MgO,EG,0.02,35,8e-08,1.0696557038476
MgO,EG,0.025,35,8e-08,1.08757798867975
MgO,EG,0.03,35,8e-08,1.10571078226185
MgO,EG,0.035,35,8e-08,1.1240578153447
MgO,EG,0.04,35,8e-08,1.14262290736086
MgO,EG,0.045,35,8e-08,1.16140996907541
MgO,EG,0.05,35,8e-08,1.18042300533235
SiC,EG,0.005,35,8e-08,1.01742738193587
SiC,EG,0.01,35,8e-08,1.03505842271263
SiC,EG,0.015,35,8e-08,1.0528967132914
SiC,EG,0.02,35,8e-08,1.07094592955462
SiC,EG,0.025,35,8e-08,1.08920983483141
SiC,EG,0.03,35,8e-08,1.1076922825134
SiC,EG,0.035,35,8e-08,1.1263972187652
SiC,EG,0.04,35,8e-08,1.14532868533322
SiC,EG,0.045,35,8e-08,1.16449082245725
SiC,EG,0.05,35,8e-08,1.18388787188906
SiO2,EG,0.005,35,8e-08,1.00996726584699
SiO2,EG,0.01,35,8e-08,1.02000098340024
SiO2,EG,0.015,35,8e-08,1.03010181943215
SiO2,EG,0.02,35,8e-08,1.04027044966557
SiO2,EG,0.025,35,8e-08,1.05050755892441
SiO2,EG,0.03,35,8e-08,1.06081384128744
SiO2,EG,0.035,35,8e-08,1.07119000024513
SiO2,EG,0.04,35,8e-08,1.08163674885974
SiO2,EG,0.045,35,8e-08,1.09215480992864
SiO2,EG,0.05,35,8e-08,1.10274491615104
ZnO,EG,0.005,35,8e-08,1.01627168897166
ZnO,EG,0.01,35,8e-08,1.03272085245466
ZnO,EG,0.015,35,8e-08,1.04935040992896
ZnO,EG,0.02,35,8e-08,1.06616334526205
ZnO,EG,0.025,35,8e-08,1.08316270849382
ZnO,EG,0.03,35,8e-08,1.10035161768112
ZnO,EG,0.035,35,8e-08,1.11773326080445
ZnO,EG,0.04,35,8e-08,1.13531089773905
ZnO,EG,0.045,35,8e-08,1.15308786229309
ZnO,EG,0.05,35,8e-08,1.17106756431561
Al2O3,EG,0.005,35,9e-08,1.01674568503296
Al2O3,EG,0.01,35,9e-08,1.03367936474397
Al2O3,EG,0.015,35,9e-08,1.05080422277418
Al2O3,EG,0.02,35,9e-08,1.06812351505837
Al2O3,EG,0.025,35,9e-08,1.08564057188868
Al2O3,EG,0.03,35,9e-08,1.10335880004948
Al2O3,EG,0.035,35,9e-08,1.12128168502619
Al2O3,EG,0.04,35,9e-08,1.1394127932911
Al2O3,EG,0.045,35,9e-08,1.15775577466933
Al2O3,EG,0.05,35,9e-08,1.17631436478824
CuO,EG,0.005,35,9e-08,1.01670472343413
CuO,EG,0.01,35,9e-08,1.03359652039545
CuO,EG,0.015,35,9e-08,1.05067855108905
CuO,EG,0.02,35,9e-08,1.06795404730295
CuO,EG,0.025,35,9e-08,1.08542631444642
CuO,EG,0.03,35,9e-08,1.10309873365841
CuO,EG,0.035,35,9e-08,1.12097476398881
CuO,EG,0.04,35,9e-08,1.13905794465556
CuO,EG,0.045,35,9e-08,1.15735189738073
CuO,EG,0.05,35,9e-08,1.17586032880867
Fe,EG,0.005,35,9e-08,1.01698006730804
Fe,EG,0.01,35,9e-08,1.03415344387468
Fe,EG,0.015,35,9e-08,1.05152344968653
Fe,EG,0.02,35,9e-08,1.06909348119336
Fe,EG,0.025,35,9e-08,1.08686701352213
Fe,EG,0.03,35,9e-08,1.10484760276839
Fe,EG,0.035,35,9e-08,1.12303888836827
Fe,EG,0.04,35,9e-08,1.14144459555434
Fe,EG,0.045,35,9e-08,1.1600685378988
Fe,EG,0.05,35,9e-08,1.1789146199477
TiO2,EG,0.005,35,9e-08,1.01545385749147
TiO2,EG,0.01,35,9e-08,1.0310677538632
TiO2,EG,0.015,35,9e-08,1.04684418807899
TiO2,EG,0.02,35,9e-08,1.06278571140239
TiO2,EG,0.025,35,9e-08,1.07889492877207
TiO2,EG,0.03,35,9e-08,1.09517450022088
TiO2,EG,0.035,35,9e-08,1.1116271423401
TiO2,EG,0.04,35,9e-08,1.12825562979071
TiO2,EG,0.045,35,9e-08,1.14506279686334
TiO2,EG,0.05,35,9e-08,1.16205153908875
MgO,EG,0.005,35,9e-08,1.01685199141278
MgO,EG,0.01,35,9e-08,1.03389437875211
MgO,EG,0.015,35,9e-08,1.05113040702508
MgO,EG,0.02,35,9e-08,1.06856339540165
MgO,EG,0.025,35,9e-08,1.08619673934557
MgO,EG,0.03,35,9e-08,1.10403391281911
MgO,EG,0.035,35,9e-08,1.12207847056472
MgO,EG,0.04,35,9e-08,1.14033405046679
MgO,EG,0.045,35,9e-08,1.15880437599661
MgO,EG,0.05,35,9e-08,1.17749325874433
SiC,EG,0.005,35,9e-08,1.01715177042951
SiC,EG,0.01,35,9e-08,1.03450079073982
SiC,EG,0.015,35,9e-08,1.05205048324813
SiC,EG,0.02,35,9e-08,1.06980434990254
SiC,EG,0.025,35,9e-08,1.08776597461162
SiC,EG,0.03,35,9e-08,1.10593902565635
SiC,EG,0.035,35,9e-08,1.12432725818768
SiC,EG,0.04,35,9e-08,1.14293451681334
SiC,EG,0.045,35,9e-08,1.16176473827764
SiC,EG,0.05,35,9e-08,1.1808219542382
SiO2,EG,0.005,35,9e-08,1.0098590697251
SiO2,EG,0.01,35,9e-08,1.01978315394825
SiO2,EG,0.015,35,9e-08,1.02977289789279
SiO2,EG,0.02,35,9e-08,1.03982895534825
SiO2,EG,0.025,35,9e-08,1.04995198881298
SiO2,EG,0.03,35,9e-08,1.06014266963965
SiO2,EG,0.035,35,9e-08,1.07040167818365
SiO2,EG,0.04,35,9e-08,1.08072970395453
SiO2,EG,0.045,35,9e-08,1.09112744577048
SiO2,EG,0.05,35,9e-08,1.10159561191592
ZnO,EG,0.005,35,9e-08,1.01603433304465
ZnO,EG,0.01,35,9e-08,1.03224098699703
ZnO,EG,0.015,35,9e-08,1.04862275476288
ZnO,EG,0.02,35,9e-08,1.06518248993082
ZnO,EG,0.025,35,9e-08,1.08192310842938
ZnO,EG,0.03,35,9e-08,1.09884759023879
ZnO,EG,0.035,35,9e-08,1.11595898115938
ZnO,EG,0.04,35,9e-08,1.13326039463887
ZnO,EG,0.045,35,9e-08,1.15075501366099
ZnO,EG,0.05,35,9e-08,1.16844609269761
Al2O3,EG,0.005,35,1e-07,1.01653955103981
Al2O3,EG,0.01,35,1e-07,1.03326248426502
Al2O3,EG,0.015,35,1e-07,1.05017186655115
Al2O3,EG,0.02,35,1e-07,1.06727083354413
Al2O3,EG,0.025,35,1e-07,1.08456259159879
Al2O3,EG,0.03,35,1e-07,1.10205041978326
Al2O3,EG,0.035,35,1e-07,1.11973767195194
Al2O3,EG,0.04,35,1e-07,1.13762777888985
Al2O3,EG,0.045,35,1e-07,1.15572425053107
Al2O3,EG,0.05,35,1e-07,1.17403067825455
CuO,EG,0.005,35,1e-07,1.01649970943371
CuO,EG,0.01,35,1e-07,1.03318191619262
CuO,EG,0.015,35,1e-07,1.05004966492007
CuO,EG,0.02,35,1e-07,1.06710606836407
CuO,EG,0.025,35,1e-07,1.08435430929226
CuO,EG,0.03,35,1e-07,1.10179764247194
CuO,EG,0.035,35,1e-07,1.11943939671749
CuO,EG,0.04,35,1e-07,1.13728297700825
CuO,EG,0.045,35,1e-07,1.15533186667936
CuO,EG,0.05,35,1e-07,1.17358962968876
Fe,EG,0.005,35,1e-07,1.01676720908868
Fe,EG,0.01,35,1e-07,1.03372289780354
Fe,EG,0.015,35,1e-07,1.05087026214724
Fe,EG,0.02,35,1e-07,1.06821257079165
Fe,EG,0.025,35,1e-07,1.08575316715499
Fe,EG,0.03,35,1e-07,1.10349547155076
Fe,EG,0.035,35,1e-07,1.12144298341115
Fe,EG,0.04,35,1e-07,1.13959928358803
Fe,EG,0.045,35,1e-07,1.15796803673478
Fe,EG,0.05,35,1e-07,1.17655299377219
TiO2,EG,0.005,35,1e-07,1.01527873242385
TiO2,EG,0.01,35,1e-07,1.03071388793955
TiO2,EG,0.015,35,1e-07,1.04630788108773
TiO2,EG,0.02,35,1e-07,1.0620631763604
TiO2,EG,0.025,35,1e-07,1.07798228949935
TiO2,EG,0.03,35,1e-07,1.09406778883532
TiO2,EG,0.035,35,1e-07,1.11032229666937
TiO2,EG,0.04,35,1e-07,1.126748490698
TiO2,EG,0.045,35,1e-07,1.14334910548371
TiO2,EG,0.05,35,1e-07,1.1601269339726
MgO,EG,0.005,35,1e-07,1.01664288171393
MgO,EG,0.01,35,1e-07,1.03347145055868
MgO,EG,0.015,35,1e-07,1.05048883157632
MgO,EG,0.02,35,1e-07,1.0676982203289
MgO,EG,0.025,35,1e-07,1.08510288489883
MgO,EG,0.03,35,1e-07,1.10270616795794
MgO,EG,0.035,35,1e-07,1.12051148890763
MgO,EG,0.04,35,1e-07,1.13852234609323
MgO,EG,0.045,35,1e-07,1.15674231909544
MgO,EG,0.05,35,1e-07,1.17517507110205
SiC,EG,0.005,35,1e-07,1.01693340978349
SiC,EG,0.01,35,1e-07,1.03405906493478
SiC,EG,0.015,35,1e-07,1.05138025799273
SiC,EG,0.02,35,1e-07,1.06890035711523
SiC,EG,0.025,35,1e-07,1.08662280826268
SiC,EG,0.03,35,1e-07,1.10455113745745
SiC,EG,0.035,35,1e-07,1.12268895312272
SiC,EG,0.04,35,1e-07,1.14103994850361
SiC,EG,0.045,35,1e-07,1.15960790417429
SiC,EG,0.05,35,1e-07,1.17839669063453
SiO2,EG,0.005,35,1e-07,1.00977334288963
SiO2,EG,0.01,35,1e-07,1.01961057272978
SiO2,EG,0.015,35,1e-07,1.02951231800444
SiO2,EG,0.02,35,1e-07,1.03947921546831
SiO2,EG,0.025,35,1e-07,1.04951191028325
SiO2,EG,0.03,35,1e-07,1.05961105615752
SiO2,EG,0.035,35,1e-07,1.06977731548778
SiO2,EG,0.04,35,1e-07,1.08001135950387
SiO2,EG,0.045,35,1e-07,1.09031386841661
SiO2,EG,0.05,35,1e-07,1.10068553156844
ZnO,EG,0.005,35,1e-07,1.01584617689315
ZnO,EG,0.01,35,1e-07,1.03186064358435
ZnO,EG,0.015,35,1e-07,1.04804609529616
ZnO,EG,0.02,35,1e-07,1.06440528511334
ZnO,EG,0.025,35,1e-07,1.08094102554397
ZnO,EG,0.03,35,1e-07,1.09765619013143
ZnO,EG,0.035,35,1e-07,1.11455371511911
ZnO,EG,0.04,35,1e-07,1.13163660116992
ZnO,EG,0.045,35,1e-07,1.14890791514269
ZnO,EG,0.05,35,1e-07,1.16637079192767
Al2O3,EG,0.005,35,1.25e-07,1.0161728565388
Al2O3,EG,0.01,35,1.25e-07,1.03252103240815
Al2O3,EG,0.015,35,1.25e-07,1.0490473939268
Al2O3,EG,0.02,35,1.25e-07,1.06575487023831
Al2O3,EG,0.025,35,1.25e-07,1.0826464550418
Al2O3,EG,0.03,35,1.25e-07,1.09972520838022
Al2O3,EG,0.035,35,1.25e-07,1.11699425848843
Al2O3,EG,0.04,35,1.25e-07,1.13445680370335
Al2O3,EG,0.045,35,1.25e-07,1.15211611443873
Al2O3,EG,0.05,35,1.25e-07,1.16997553522705
CuO,EG,0.005,35,1.25e-07,1.01613499732891
CuO,EG,0.01,35,1.25e-07,1.03244449192132
CuO,EG,0.015,35,1.25e-07,1.04893132990495
CuO,EG,0.02,35,1.25e-07,1.06559841964134
CuO,EG,0.025,35,1.25e-07,1.08244873343625
CuO,EG,0.03,35,1.25e-07,1.09948530930669
CuO,EG,0.035,35,1.25e-07,1.11671125280698
CuO,EG,0.04,35,1.25e-07,1.13412973891595
CuO,EG,0.045,35,1.25e-07,1.15174401398787
CuO,EG,0.05,35,1.25e-07,1.16955739776945
Fe,EG,0.005,35,1.25e-07,1.01638861990845
Fe,EG,0.01,35,1.25e-07,1.03295728126887
Fe,EG,0.015,35,1.25e-07,1.04970896730616
Fe,EG,0.02,35,1.25e-07,1.06664672751924
Fe,EG,0.025,35,1.25e-07,1.08377367953181
Fe,EG,0.03,35,1.25e-07,1.10109301100529
Fe,EG,0.035,35,1.25e-07,1.11860798161678
Fe,EG,0.04,35,1.25e-07,1.13632192510426
Fe,EG,0.045,35,1.25e-07,1.15423825138201
Fe,EG,0.05,35,1.25e-07,1.17236044872887
TiO2,EG,0.005,35,1.25e-07,1.01496702378699
TiO2,EG,0.01,35,1.25e-07,1.03008413757489
TiO2,EG,0.015,35,1.25e-07,1.04535361040482
TiO2,EG,0.02,35,1.25e-07,1.06077775728701
TiO2,EG,0.025,35,1.25e-07,1.07635894037081
TiO2,EG,0.03,35,1.25e-07,1.09209957015066
TiO2,EG,0.035,35,1.25e-07,1.10800210670929
TiO2,EG,0.04,35,1.25e-07,1.12406906099944
TiO2,EG,0.045,35,1.25e-07,1.14030299616561
TiO2,EG,0.05,35,1.25e-07,1.15670652890714
MgO,EG,0.005,35,1.25e-07,1.01627092179877
MgO,EG,0.01,35,1.25e-07,1.03271930132861
MgO,EG,0.015,35,1.25e-07,1.04934805765431
MgO,EG,0.02,35,1.25e-07,1.06616017421593
MgO,EG,0.025,35,1.25e-07,1.08315870061326
MgO,EG,0.03,35,1.25e-07,1.10034675444997
MgO,EG,0.035,35,1.25e-07,1.11772752323977
MgO,EG,0.04,35,1.25e-07,1.13530426637709
MgO,EG,0.045,35,1.25e-07,1.15308031717473
MgO,EG,0.05,35,1.25e-07,1.17105908497129
SiC,EG,0.005,35,1.25e-07,1.01654509866696
SiC,EG,0.01,35,1.25e-07,1.03327370289975
SiC,EG,0.015,35,1.25e-07,1.05018888267815
SiC,EG,0.02,35,1.25e-07,1.06729377684542
SiC,EG,0.025,35,1.25e-07,1.08459159505014
SiC,EG,0.03,35,1.25e-07,1.10208561975394
SiC,EG,0.035,35,1.25e-07,1.11977920830815
SiC,EG,0.04,35,1.25e-07,1.13767579510171
SiC,EG,0.045,35,1.25e-07,1.15577889378367
SiC,EG,0.05,35,1.25e-07,1.17409209956283
SiO2,EG,0.005,35,1.25e-07,1.0096208730664
SiO2,EG,0.01,35,1.25e-07,1.01930365212842
SiO2,EG,0.015,35,1.25e-07,1.0290489366205
SiO2,EG,0.02,35,1.25e-07,1.03885733374123
SiO2,EG,0.025,35,1.25e-07,1.04872945857946
SiO2,EG,0.03,35,1.25e-07,1.05866593424287
SiO2,EG,0.035,35,1.25e-07,1.06866739198907
SiO2,EG,0.04,35,1.25e-07,1.07873447135931
SiO2,EG,0.045,35,1.25e-07,1.08886782031478
SiO2,EG,0.05,35,1.25e-07,1.09906809537564
ZnO,EG,0.005,35,1.25e-07,1.01551133800932
ZnO,EG,0.01,35,1.25e-07,1.03118391074532
ZnO,EG,0.015,35,1.25e-07,1.04702024530679
ZnO,EG,0.02,35,1.25e-07,1.06302292188092
ZnO,EG,0.025,35,1.25e-07,1.07919457514472
ZnO,EG,0.03,35,1.25e-07,1.09553789571106
ZnO,EG,0.035,35,1.25e-07,1.11205563162111
ZnO,EG,0.04,35,1.25e-07,1.12875058988466
ZnO,EG,0.045,35,1.25e-07,1.1456256380704
ZnO,EG,0.05,35,1.25e-07,1.16268370594794
Al2O3,EG,0.005,35,1.5e-07,1.01593147741038
Al2O3,EG,0.01,35,1.5e-07,1.0320330661775
Al2O3,EG,0.015,35,1.5e-07,1.04830750551978
Al2O3,EG,0.02,35,1.5e-07,1.06475759378405
Al2O3,EG,0.025,35,1.5e-07,1.08138619004964
Al2O3,EG,0.03,35,1.5e-07,1.0981962157849
Al2O3,EG,0.035,35,1.5e-07,1.11519065655838
Al2O3,EG,0.04,35,1.5e-07,1.13237256380649
Al2O3,EG,0.045,35,1.5e-07,1.14974505666011
Al2O3,EG,0.05,35,1.5e-07,1.16731132383224
CuO,EG,0.005,35,1.5e-07,1.01589491580646
CuO,EG,0.01,35,1.5e-07,1.03195916100405
CuO,EG,0.015,35,1.5e-07,1.04819545589518
CuO,EG,0.02,35,1.5e-07,1.06460657936539
CuO,EG,0.025,35,1.5e-07,1.08119537046893
CuO,EG,0.03,35,1.5e-07,1.09796473006609
CuO,EG,0.035,35,1.5e-07,1.11491762251429
CuO,EG,0.04,35,1.5e-07,1.13205707741504
CuO,EG,0.045,35,1.5e-07,1.14938619141879
CuO,EG,0.05,35,1.5e-07,1.16690813009017
Fe,EG,0.005,35,1.5e-07,1.01613946017922
Fe,EG,0.01,35,1.5e-07,1.03245351442636
Fe,EG,0.015,35,1.5e-07,1.04894501124429
Fe,EG,0.02,35,1.5e-07,1.06561686143915
Fe,EG,0.025,35,1.5e-07,1.08247203983314
Fe,EG,0.03,35,1.5e-07,1.09951358703402
Fe,EG,0.035,35,1.5e-07,1.11674461126378
Fe,EG,0.04,35,1.5e-07,1.13416829024856
Fe,EG,0.045,35,1.5e-07,1.1517878731723
Fe,EG,0.05,35,1.5e-07,1.16960668269672
TiO2,EG,0.005,35,1.5e-07,1.01476170877307
TiO2,EG,0.01,35,1.5e-07,1.02966940793259
TiO2,EG,0.015,35,1.5e-07,1.04472527396525
TiO2,EG,0.02,35,1.5e-07,1.05993152683777
TiO2,EG,0.025,35,1.5e-07,1.07529043108816
TiO2,EG,0.03,35,1.5e-07,1.09080429694993
TiO2,EG,0.035,35,1.5e-07,1.10647548151053
TiO2,EG,0.04,35,1.5e-07,1.12230638990522
TiO2,EG,0.045,35,1.5e-07,1.13829947654764
TiO2,EG,0.05,35,1.5e-07,1.15445724639834
MgO,EG,0.005,35,1.5e-07,1.01602609727877
MgO,EG,0.01,35,1.5e-07,1.03222433801614
MgO,EG,0.015,35,1.5e-07,1.0485975107933
MgO,EG,0.02,35,1.5e-07,1.06514846474872
MgO,EG,0.025,35,1.5e-07,1.08188011123091
MgO,EG,0.03,35,1.5e-07,1.09879542550572
MgO,EG,0.035,35,1.5e-07,1.1158974485201
MgO,EG,0.04,35,1.5e-07,1.13318928872456
MgO,EG,0.045,35,1.5e-07,1.15067412395675
MgO,EG,0.05,35,1.5e-07,1.16835520338839
SiC,EG,0.005,35,1.5e-07,1.01628958783922
SiC,EG,0.01,35,1.5e-07,1.03275704191566
SiC,EG,0.015,35,1.5e-07,1.04940529140706
SiC,EG,0.02,35,1.5e-07,1.06623733016484
SiC,EG,0.025,35,1.5e-07,1.08325621850885
SiC,EG,0.03,35,1.5e-07,1.10046508508237
SiC,EG,0.035,35,1.5e-07,1.11786712876944
SiC,EG,0.04,35,1.5e-07,1.13546562067728
SiC,EG,0.045,35,1.5e-07,1.15326390618606
SiC,EG,0.05,35,1.5e-07,1.17126540706902
SiO2,EG,0.005,35,1.5e-07,1.00952052491955
SiO2,EG,0.01,35,1.5e-07,1.0191016691448
SiO2,EG,0.015,35,1.5e-07,1.02874401348979
SiO2,EG,0.02,35,1.5e-07,1.03844814621232
SiO2,EG,0.025,35,1.5e-07,1.04821466313355
SiO2,EG,0.03,35,1.5e-07,1.05804416775995
SiO2,EG,0.035,35,1.5e-07,1.06793727140765
SiO2,EG,0.04,35,1.5e-07,1.07789459332914
SiO2,EG,0.045,35,1.5e-07,1.08791676084247
SiO2,EG,0.05,35,1.5e-07,1.09800440946305
ZnO,EG,0.005,35,1.5e-07,1.01529083553265
ZnO,EG,0.01,35,1.5e-07,1.03073834271296
ZnO,EG,0.015,35,1.5e-07,1.04634494185373
ZnO,EG,0.02,35,1.5e-07,1.0621131033788
ZnO,EG,0.025,35,1.5e-07,1.07804534912672
ZnO,EG,0.03,35,1.5e-07,1.09414425369525
ZnO,EG,0.035,35,1.5e-07,1.11041244582842
ZnO,EG,0.04,35,1.5e-07,1.12685260984738
ZnO,EG,0.045,35,1.5e-07,1.14346748712707
ZnO,EG,0.05,35,1.5e-07,1.16025987762005
Al2O3,H2O,0.005,40,1e-08,1.03722878975202
Al2O3,H2O,0.01,40,1e-08,1.07539317843358
Al2O3,H2O,0.015,40,1e-08,1.11452888374503
Al2O3,H2O,0.02,40,1e-08,1.15467346491355
Al2O3,H2O,0.025,40,1e-08,1.19586644292421
Al2O3,H2O,0.03,40,1e-08,1.23814943029548
Al2O3,H2O,0.035,40,1e-08,1.28156627129469
Al2O3,H2O,0.04,40,1e-08,1.32616319358688
Al2O3,H2O,0.045,40,1e-08,1.37198897241955
Al2O3,H2O,0.05,40,1e-08,1.41909510856923
CuO,H2O,0.005,40,1e-08,1.03693187384792
CuO,H2O,0.01,40,1e-08,1.07478439025136
CuO,H2O,0.015,40,1e-08,1.11359240854541
CuO,H2O,0.02,40,1e-08,1.15339257045285
CuO,H2O,0.025,40,1e-08,1.19422341547792
CuO,H2O,0.03,40,1e-08,1.23612550538263
CuO,H2O,0.035,40,1e-08,1.2791415585906
CuO,H2O,0.04,40,1e-08,1.32331659545466
CuO,H2O,0.045,40,1e-08,1.36869809542666
CuO,H2O,0.05,40,1e-08,1.41533616728292
Fe,H2O,0.005,40,1e-08,1.03942298489652
Fe,H2O,0.01,40,1e-08,1.07989588116519
Fe,H2O,0.015,40,1e-08,1.12146119663656
Fe,H2O,0.02,40,1e-08,1.16416376522301
Fe,H2O,0.025,40,1e-08,1.20805090823324
Fe,H2O,0.03,40,1e-08,1.25317260930019
Fe,H2O,0.035,40,1e-08,1.29958170428199
Fe,H2O,0.04,40,1e-08,1.34733408765247
Fe,H2O,0.045,40,1e-08,1.39648893707669
Fe,H2O,0.05,40,1e-08,1.44710895806824
TiO2,H2O,0.005,40,1e-08,1.02848383181009
TiO2,H2O,0.01,40,1e-08,1.05751373413008
TiO2,H2O,0.015,40,1e-08,1.08710556221958
TiO2,H2O,0.02,40,1e-08,1.11727579115088
TiO2,H2O,0.025,40,1e-08,1.148041546395
TiO2,H2O,0.03,40,1e-08,1.17942063623691
TiO2,H2O,0.035,40,1e-08,1.21143158614903
TiO2,H2O,0.04,40,1e-08,1.2440936752622
TiO2,H2O,0.045,40,1e-08,1.2774269750852
TiO2,H2O,0.05,40,1e-08,1.31145239063605
MgO,H2O,0.005,40,1e-08,1.03821516315554
MgO,H2O,0.01,40,1e-08,1.07741648754523
MgO,H2O,0.015,40,1e-08,1.11764264470764
MgO,H2O,0.02,40,1e-08,1.15893435492669
MgO,H2O,0.025,40,1e-08,1.20133452472601
MgO,H2O,0.03,40,1e-08,1.24488839558698
MgO,H2O,0.035,40,1e-08,1.28964370497386
MgO,H2O,0.04,40,1e-08,1.33565086087109
MgO,H2O,0.045,40,1e-08,1.38296313117417
MgO,H2O,0.05,40,1e-08,1.43163684943011
SiC,H2O,0.005,40,1e-08,1.04126152925828
SiC,H2O,0.01,40,1e-08,1.08367389615467
SiC,H2O,0.015,40,1e-08,1.12728592916854
SiC,H2O,0.02,40,1e-08,1.17214925870809
SiC,H2O,0.025,40,1e-08,1.21831852101469
SiC,H2O,0.03,40,1e-08,1.26585158013662
SiC,H2O,0.035,40,1e-08,1.31480976986838
SiC,H2O,0.04,40,1e-08,1.36525815778263
SiC,H2O,0.045,40,1e-08,1.4172658337446
SiC,H2O,0.05,40,1e-08,1.47090622559919
SiO2,H2O,0.005,40,1e-08,1.00875704302317
SiO2,H2O,0.01,40,1e-08,1.01756535958286
SiO2,H2O,0.015,40,1e-08,1.02642540132035
SiO2,H2O,0.02,40,1e-08,1.03533762519685
SiO2,H2O,0.025,40,1e-08,1.04430249357216
SiO2,H2O,0.03,40,1e-08,1.05332047428455
SiO2,H2O,0.035,40,1e-08,1.06239204073216
SiO2,H2O,0.04,40,1e-08,1.07151767195588
SiO2,H2O,0.045,40,1e-08,1.08069785272365
SiO2,H2O,0.05,40,1e-08,1.08993307361626
ZnO,H2O,0.005,40,1e-08,1.03199084447531
ZnO,H2O,0.01,40,1e-08,1.06467131898653
ZnO,H2O,0.015,40,1e-08,1.09806396615248
ZnO,H2O,0.02,40,1e-08,1.13219232191237
ZnO,H2O,0.025,40,1e-08,1.16708097084744
ZnO,H2O,0.03,40,1e-08,1.2027556052415
ZnO,H2O,0.035,40,1e-08,1.23924308817861
ZnO,H2O,0.04,40,1e-08,1.27657152100351
ZnO,H2O,0.045,40,1e-08,1.31477031550082
ZnO,H2O,0.05,40,1e-08,1.35387027118263
Al2O3,H2O,0.005,40,2e-08,1.02385779343939
Al2O3,H2O,0.01,40,2e-08,1.0480980916573
Al2O3,H2O,0.015,40,2e-08,1.072730167866
Al2O3,H2O,0.02,40,2e-08,1.09776359747192
Al2O3,H2O,0.025,40,2e-08,1.12320827048666
Al2O3,H2O,0.03,40,2e-08,1.14907440455459
Al2O3,H2O,0.035,40,2e-08,1.17537255863333
Al2O3,H2O,0.04,40,2e-08,1.20211364736538
Al2O3,H2O,0.045,40,2e-08,1.2293089561822
Al2O3,H2O,0.05,40,2e-08,1.25697015718444
CuO,H2O,0.005,40,2e-08,1.02369887195605
CuO,H2O,0.01,40,2e-08,1.04777514963001
CuO,H2O,0.015,40,2e-08,1.07223792069001
CuO,H2O,0.02,40,2e-08,1.09709656693126
CuO,H2O,0.025,40,2e-08,1.12236077627267
CuO,H2O,0.03,40,2e-08,1.14804055534533
CuO,H2O,0.035,40,2e-08,1.17414624270742
CuO,H2O,0.04,40,2e-08,1.20068852272212
CuO,H2O,0.045,40,2e-08,1.22767844013768
CuO,H2O,0.05,40,2e-08,1.25512741541139
Fe,H2O,0.005,40,2e-08,1.02500625765547
Fe,H2O,0.01,40,2e-08,1.05043289463007
Fe,H2O,0.015,40,2e-08,1.07629060125416
Fe,H2O,0.02,40,2e-08,1.10259043343328
Fe,H2O,0.025,40,2e-08,1.1293438284098
Fe,H2O,0.03,40,2e-08,1.15656262134716
Fe,H2O,0.035,40,2e-08,1.18425906278707
Fe,H2O,0.04,40,2e-08,1.21244583703403
Fe,H2O,0.045,40,2e-08,1.24113608152489
Fe,H2O,0.05,40,2e-08,1.27034340724578
TiO2,H2O,0.005,40,2e-08,1.01889769820748
TiO2,H2O,0.01,40,2e-08,1.0380349876543
TiO2,H2O,0.015,40,2e-08,1.05741645383357
TiO2,H2O,0.02,40,2e-08,1.07704680000425
TiO2,H2O,0.025,40,2e-08,1.09693085099623
TiO2,H2O,0.03,40,2e-08,1.11707355716381
TiO2,H2O,0.035,40,2e-08,1.13747999849459
TiO2,H2O,0.04,40,2e-08,1.15815538888073
TiO2,H2O,0.045,40,2e-08,1.17910508056026
