particle,fluid,phi,T,size,k_ratio
TiO2,40:60 EG/W,0.035,30,7e-08,1.10763131935077
TiO2,40:60 EG/W,0.04,30,7e-08,1.12364091903141
TiO2,40:60 EG/W,0.045,30,7e-08,1.13981632637235
TiO2,40:60 EG/W,0.05,30,7e-08,1.15616013062817
MgO,40:60 EG/W,0.005,30,7e-08,1.01723204074995
MgO,40:60 EG/W,0.01,30,7e-08,1.0346631873187
MgO,40:60 EG/W,0.015,30,7e-08,1.05229691057932
MgO,40:60 EG/W,0.02,30,7e-08,1.07013676255014
MgO,40:60 EG/W,0.025,30,7e-08,1.08818637878007
MgO,40:60 EG/W,0.03,30,7e-08,1.10644948081851
MgO,40:60 EG/W,0.035,30,7e-08,1.12492987877349
MgO,40:60 EG/W,0.04,30,7e-08,1.14363147396161
MgO,40:60 EG/W,0.045,30,7e-08,1.16255826165373
MgO,40:60 EG/W,0.05,30,7e-08,1.18171433392043
SiC,40:60 EG/W,0.005,30,7e-08,1.01776047335245
SiC,40:60 EG/W,0.01,30,7e-08,1.03573248867587
SiC,40:60 EG/W,0.015,30,7e-08,1.05391984807392
SiC,40:60 EG/W,0.02,30,7e-08,1.07232644531446
SiC,40:60 EG/W,0.025,30,7e-08,1.09095626860871
SiC,40:60 EG/W,0.03,30,7e-08,1.10981340349211
SiC,40:60 EG/W,0.035,30,7e-08,1.12890203581132
SiC,40:60 EG/W,0.04,30,7e-08,1.14822645482187
SiC,40:60 EG/W,0.045,30,7e-08,1.16779105640132
SiC,40:60 EG/W,0.05,30,7e-08,1.18760034638298
SiO2,40:60 EG/W,0.005,30,7e-08,1.00721510865915
SiO2,40:60 EG/W,0.01,30,7e-08,1.01446500618209
SiO2,40:60 EG/W,0.015,30,7e-08,1.02174994478744
SiO2,40:60 EG/W,0.02,30,7e-08,1.02907017913783
SiO2,40:60 EG/W,0.025,30,7e-08,1.03642596636959
SiO2,40:60 EG/W,0.03,30,7e-08,1.04381756612284
SiO2,40:60 EG/W,0.035,30,7e-08,1.05124524057204
SiO2,40:60 EG/W,0.04,30,7e-08,1.05870925445703
SiO2,40:60 EG/W,0.045,30,7e-08,1.06620987511439
SiO2,40:60 EG/W,0.05,30,7e-08,1.07374737250946
ZnO,40:60 EG/W,0.005,30,7e-08,1.01585341107915
ZnO,40:60 EG/W,0.01,30,7e-08,1.03187526605699
ZnO,40:60 EG/W,0.015,30,7e-08,1.04806826386877
ZnO,40:60 EG/W,0.02,30,7e-08,1.06443516141852
ZnO,40:60 EG/W,0.025,30,7e-08,1.08097877514381
ZnO,40:60 EG/W,0.03,30,7e-08,1.09770198263141
ZnO,40:60 EG/W,0.035,30,7e-08,1.11460772428596
ZnO,40:60 EG/W,0.04,30,7e-08,1.13169900505348
ZnO,40:60 EG/W,0.045,30,7e-08,1.14897889620198
ZnO,40:60 EG/W,0.05,30,7e-08,1.16645053716141
Al2O3,40:60 EG/W,0.005,30,8e-08,1.01673150727677
Al2O3,40:60 EG/W,0.01,30,8e-08,1.03365069014253
Al2O3,40:60 EG/W,0.015,30,8e-08,1.05076072411356
Al2O3,40:60 EG/W,0.02,30,8e-08,1.06806485675313
Al2O3,40:60 EG/W,0.025,30,8e-08,1.08556640972648
Al2O3,40:60 EG/W,0.03,30,8e-08,1.10326878092649
Al2O3,40:60 EG/W,0.035,30,8e-08,1.12117544667292
Al2O3,40:60 EG/W,0.04,30,8e-08,1.13928996398825
Al2O3,40:60 EG/W,0.045,30,8e-08,1.15761597295331
Al2O3,40:60 EG/W,0.05,30,8e-08,1.17615719914576
CuO,40:60 EG/W,0.005,30,8e-08,1.01665420071525
CuO,40:60 EG/W,0.01,30,8e-08,1.03349434192827
CuO,40:60 EG/W,0.015,30,8e-08,1.05052355509739
CuO,40:60 EG/W,0.02,30,8e-08,1.06774504239452
CuO,40:60 EG/W,0.025,30,8e-08,1.08516207871254
CuO,40:60 EG/W,0.03,30,8e-08,1.10277801374146
CuO,40:60 EG/W,0.035,30,8e-08,1.12059627411606
CuO,40:60 EG/W,0.04,30,8e-08,1.13862036563799
CuO,40:60 EG/W,0.045,30,8e-08,1.15685387557541
CuO,40:60 EG/W,0.05,30,8e-08,1.17530047504308
Fe,40:60 EG/W,0.005,30,8e-08,1.01711247067278
Fe,40:60 EG/W,0.01,30,8e-08,1.03442128575991
Fe,40:60 EG/W,0.015,30,8e-08,1.05192984397301
Fe,40:60 EG/W,0.02,30,8e-08,1.06964162292094
Fe,40:60 EG/W,0.025,30,8e-08,1.08756018141258
Fe,40:60 EG/W,0.03,30,8e-08,1.1056891618407
Fe,40:60 EG/W,0.035,30,8e-08,1.12403229265034
Fe,40:60 EG/W,0.04,30,8e-08,1.14259339089512
Fe,40:60 EG/W,0.045,30,8e-08,1.16137636488532
Fe,40:60 EG/W,0.05,30,8e-08,1.18038521693137
TiO2,40:60 EG/W,0.005,30,8e-08,1.0146626028541
TiO2,40:60 EG/W,0.01,30,8e-08,1.02946923761739
TiO2,40:60 EG/W,0.015,30,8e-08,1.04442203702015
TiO2,40:60 EG/W,0.02,30,8e-08,1.05952317610827
TiO2,40:60 EG/W,0.025,30,8e-08,1.07477487329799
TiO2,40:60 EG/W,0.03,30,8e-08,1.0901793914623
TiO2,40:60 EG/W,0.035,30,8e-08,1.10573903905021
TiO2,40:60 EG/W,0.04,30,8e-08,1.12145617123993
TiO2,40:60 EG/W,0.045,30,8e-08,1.13733319112736
TiO2,40:60 EG/W,0.05,30,8e-08,1.1533725509509
MgO,40:60 EG/W,0.005,30,8e-08,1.01689826490003
MgO,40:60 EG/W,0.01,30,8e-08,1.03398797573922
MgO,40:60 EG/W,0.015,30,8e-08,1.0512724044821
MgO,40:60 EG/W,0.02,30,8e-08,1.06875489808108
MgO,40:60 EG/W,0.025,30,8e-08,1.08643888063706
MgO,40:60 EG/W,0.03,30,8e-08,1.10432785563516
MgO,40:60 EG/W,0.035,30,8e-08,1.12242540825874
MgO,40:60 EG/W,0.04,30,8e-08,1.14073520778472
MgO,40:60 EG/W,0.045,30,8e-08,1.15926101006378
MgO,40:60 EG/W,0.05,30,8e-08,1.17800666008879
SiC,40:60 EG/W,0.005,30,8e-08,1.01740308015953
SiC,40:60 EG/W,0.01,30,8e-08,1.03500924991326
SiC,40:60 EG/W,0.015,30,8e-08,1.05282208513311
SiC,40:60 EG/W,0.02,30,8e-08,1.07084524613555
SiC,40:60 EG/W,0.025,30,8e-08,1.08908248018905
SiC,40:60 EG/W,0.03,30,8e-08,1.1075376241115
SiC,40:60 EG/W,0.035,30,8e-08,1.12621460696124
SiC,40:60 EG/W,0.04,30,8e-08,1.14511745282578
SiC,40:60 EG/W,0.045,30,8e-08,1.16425028371226
SiC,40:60 EG/W,0.05,30,8e-08,1.18361732254408
SiO2,40:60 EG/W,0.005,30,8e-08,1.00712372387511
SiO2,40:60 EG/W,0.01,30,8e-08,1.01428135990507
SiO2,40:60 EG/W,0.015,30,8e-08,1.02147315082347
SiO2,40:60 EG/W,0.02,30,8e-08,1.02869934168602
SiO2,40:60 EG/W,0.025,30,8e-08,1.03596017989836
SiO2,40:60 EG/W,0.03,30,8e-08,1.04325591524429
SiO2,40:60 EG/W,0.035,30,8e-08,1.05058679991442
SiO2,40:60 EG/W,0.04,30,8e-08,1.05795308853525
SiO2,40:60 EG/W,0.045,30,8e-08,1.06535503819861
SiO2,40:60 EG/W,0.05,30,8e-08,1.07279290849161
ZnO,40:60 EG/W,0.005,30,8e-08,1.01556974768886
ZnO,40:60 EG/W,0.01,30,8e-08,1.03130194986491
ZnO,40:60 EG/W,0.015,30,8e-08,1.0471991624334
ZnO,40:60 EG/W,0.02,30,8e-08,1.06326399519848
ZnO,40:60 EG/W,0.025,30,8e-08,1.07949911329156
ZnO,40:60 EG/W,0.03,30,8e-08,1.09590723864524
ZnO,40:60 EG/W,0.035,30,8e-08,1.11249115151466
ZnO,40:60 EG/W,0.04,30,8e-08,1.12925369204799
ZnO,40:60 EG/W,0.045,30,8e-08,1.14619776190798
ZnO,40:60 EG/W,0.05,30,8e-08,1.16332632594643
Al2O3,40:60 EG/W,0.005,30,9e-08,1.01648031367442
Al2O3,40:60 EG/W,0.01,30,9e-08,1.03314269468364
Al2O3,40:60 EG/W,0.015,30,9e-08,1.04999017688708
Al2O3,40:60 EG/W,0.02,30,9e-08,1.06702586192652
Al2O3,40:60 EG/W,0.025,30,9e-08,1.0842529211297
Al2O3,40:60 EG/W,0.03,30,9e-08,1.10167459747845
Al2O3,40:60 EG/W,0.035,30,9e-08,1.11929420764395
Al2O3,40:60 EG/W,0.04,30,9e-08,1.13711514409168
Al2O3,40:60 EG/W,0.045,30,9e-08,1.15514087725897
Al2O3,40:60 EG/W,0.05,30,9e-08,1.17337495780808
CuO,40:60 EG/W,0.005,30,9e-08,1.01640541983835
CuO,40:60 EG/W,0.01,30,9e-08,1.03299125145373
CuO,40:60 EG/W,0.015,30,9e-08,1.04976048730546
CuO,40:60 EG/W,0.02,30,9e-08,1.06671618640133
CuO,40:60 EG/W,0.025,30,9e-08,1.08386147615794
CuO,40:60 EG/W,0.03,30,9e-08,1.10119955432367
CuO,40:60 EG/W,0.035,30,9e-08,1.118733690967
CuO,40:60 EG/W,0.04,30,9e-08,1.13646723053263
CuO,40:60 EG/W,0.045,30,9e-08,1.15440359396809
CuO,40:60 EG/W,0.05,30,9e-08,1.17254628092382
Fe,40:60 EG/W,0.005,30,9e-08,1.01684870915286
Fe,40:60 EG/W,0.01,30,9e-08,1.03388773986332
Fe,40:60 EG/W,0.015,30,9e-08,1.05112033523199
Fe,40:60 EG/W,0.02,30,9e-08,1.06854981246412
Fe,40:60 EG/W,0.025,30,9e-08,1.08617956499839
Fe,40:60 EG/W,0.03,30,9e-08,1.10401306470946
Fe,40:60 EG/W,0.035,30,9e-08,1.12205386418735
Fe,40:60 EG/W,0.04,30,9e-08,1.14030559909682
Fe,40:60 EG/W,0.045,30,9e-08,1.15877199061992
Fe,40:60 EG/W,0.05,30,9e-08,1.17745684798523
TiO2,40:60 EG/W,0.005,30,9e-08,1.01446682223118
TiO2,40:60 EG/W,0.01,30,9e-08,1.02907384651875
TiO2,40:60 EG/W,0.015,30,9e-08,1.04382312089327
TiO2,40:60 EG/W,0.02,30,9e-08,1.05871673346984
TiO2,40:60 EG/W,0.025,30,9e-08,1.07375681343363
TiO2,40:60 EG/W,0.03,30,9e-08,1.08894553205458
TiO2,40:60 EG/W,0.035,30,9e-08,1.10428510373239
TiO2,40:60 EG/W,0.04,30,9e-08,1.11977778707272
TiO2,40:60 EG/W,0.045,30,9e-08,1.13542588599585
TiO2,40:60 EG/W,0.05,30,9e-08,1.15123175087885
MgO,40:60 EG/W,0.005,30,9e-08,1.0166417233761
MgO,40:60 EG/W,0.01,30,9e-08,1.03346910796433
MgO,40:60 EG/W,0.015,30,9e-08,1.05048527815067
MgO,40:60 EG/W,0.02,30,9e-08,1.06769342882123
MgO,40:60 EG/W,0.025,30,9e-08,1.08509682736203
MgO,40:60 EG/W,0.03,30,9e-08,1.10269881572725
MgO,40:60 EG/W,0.035,30,9e-08,1.12050281257866
MgO,40:60 EG/W,0.04,30,9e-08,1.13851231549915
MgO,40:60 EG/W,0.045,30,9e-08,1.15673090328338
MgO,40:60 EG/W,0.05,30,9e-08,1.17516223830862
SiC,40:60 EG/W,0.005,30,9e-08,1.01712848707257
SiC,40:60 EG/W,0.01,30,9e-08,1.03445368732445
SiC,40:60 EG/W,0.015,30,9e-08,1.05197900907436
SiC,40:60 EG/W,0.02,30,9e-08,1.06970793983663
SiC,40:60 EG/W,0.025,30,9e-08,1.08764404863489
SiC,40:60 EG/W,0.03,30,9e-08,1.10579098839735
SiC,40:60 EG/W,0.035,30,9e-08,1.124152498437
SiC,40:60 EG/W,0.04,30,9e-08,1.14273240702036
SiC,40:60 EG/W,0.045,30,9e-08,1.1615346340284
SiC,40:60 EG/W,0.05,30,9e-08,1.18056319371362
SiO2,40:60 EG/W,0.005,30,9e-08,1.00705359955638
SiO2,40:60 EG/W,0.01,30,9e-08,1.01414044612761
SiO2,40:60 EG/W,0.015,30,9e-08,1.02126077533278
SiO2,40:60 EG/W,0.02,30,9e-08,1.0284148250227
SiO2,40:60 EG/W,0.025,30,9e-08,1.03560283530633
SiO2,40:60 EG/W,0.03,30,9e-08,1.0428250485777
SiO2,40:60 EG/W,0.035,30,9e-08,1.0500817095431
SiO2,40:60 EG/W,0.04,30,9e-08,1.05737306524875
SiO2,40:60 EG/W,0.045,30,9e-08,1.06469936510884
SiO2,40:60 EG/W,0.05,30,9e-08,1.07206086093396
ZnO,40:60 EG/W,0.005,30,9e-08,1.01535161730001
ZnO,40:60 EG/W,0.01,30,9e-08,1.03086115749311
ZnO,40:60 EG/W,0.015,30,9e-08,1.04653107001969
ZnO,40:60 EG/W,0.02,30,9e-08,1.06236385523902
ZnO,40:60 EG/W,0.025,30,9e-08,1.07836206575921
ZnO,40:60 EG/W,0.03,30,9e-08,1.09452830780923
ZnO,40:60 EG/W,0.035,30,9e-08,1.11086524265426
ZnO,40:60 EG/W,0.04,30,9e-08,1.12737558805621
ZnO,40:60 EG/W,0.045,30,9e-08,1.14406211978089
ZnO,40:60 EG/W,0.05,30,9e-08,1.1609276731538
Al2O3,40:60 EG/W,0.005,30,1e-07,1.01628122056146
Al2O3,40:60 EG/W,0.01,30,1e-07,1.03274012418394
Al2O3,40:60 EG/W,0.015,30,1e-07,1.04937963550902
Al2O3,40:60 EG/W,0.02,30,1e-07,1.06620274371809
Al2O3,40:60 EG/W,0.025,30,1e-07,1.08321250432243
Al2O3,40:60 EG/W,0.03,30,1e-07,1.10041204101337
Al2O3,40:60 EG/W,0.035,30,1e-07,1.11780454757463
Al2O3,40:60 EG/W,0.04,30,1e-07,1.13539328985941
Al2O3,40:60 EG/W,0.045,30,1e-07,1.15318160783479
Al2O3,40:60 EG/W,0.05,30,1e-07,1.17117291769608
CuO,40:60 EG/W,0.005,30,1e-07,1.01620823288638
CuO,40:60 EG/W,0.01,30,1e-07,1.03259255501344
CuO,40:60 EG/W,0.015,30,1e-07,1.04915585165336
CuO,40:60 EG/W,0.02,30,1e-07,1.0659010714592
CuO,40:60 EG/W,0.025,30,1e-07,1.0828312282148
CuO,40:60 EG/W,0.03,30,1e-07,1.09994940264311
CuO,40:60 EG/W,0.035,30,1e-07,1.11725874427502
CuO,40:60 EG/W,0.04,30,1e-07,1.13476247338116
CuO,40:60 EG/W,0.045,30,1e-07,1.15246388296924
CuO,40:60 EG/W,0.05,30,1e-07,1.17036634084927
Fe,40:60 EG/W,0.005,30,1e-07,1.01663969297144
Fe,40:60 EG/W,0.01,30,1e-07,1.03346500172756
Fe,40:60 EG/W,0.015,30,1e-07,1.05047904950448
Fe,40:60 EG/W,0.02,30,1e-07,1.06768503000378
Fe,40:60 EG/W,0.025,30,1e-07,1.08508620939102
Fe,40:60 EG/W,0.03,30,1e-07,1.1026859283627
Fe,40:60 EG/W,0.035,30,1e-07,1.12048760428438
Fe,40:60 EG/W,0.04,30,1e-07,1.13849473340281
Fe,40:60 EG/W,0.045,30,1e-07,1.15671089313507
Fe,40:60 EG/W,0.05,30,1e-07,1.17513974443802
TiO2,40:60 EG/W,0.005,30,1e-07,1.01431158258433
TiO2,40:60 EG/W,0.01,30,1e-07,1.02876036729255
TiO2,40:60 EG/W,0.015,30,1e-07,1.04334833661928
TiO2,40:60 EG/W,0.02,30,1e-07,1.05807751143858
TiO2,40:60 EG/W,0.025,30,1e-07,1.07294995193723
TiO2,40:60 EG/W,0.03,30,1e-07,1.08796775857535
TiO2,40:60 EG/W,0.035,30,1e-07,1.10313307307532
TiO2,40:60 EG/W,0.04,30,1e-07,1.11844807944
TiO2,40:60 EG/W,0.045,30,1e-07,1.13391500500128
TiO2,40:60 EG/W,0.05,30,1e-07,1.14953612149989
MgO,40:60 EG/W,0.005,30,1e-07,1.0164384064685
MgO,40:60 EG/W,0.01,30,1e-07,1.03305795295959
MgO,40:60 EG/W,0.015,30,1e-07,1.04986165012008
MgO,40:60 EG/W,0.02,30,1e-07,1.0668525756866
MgO,40:60 EG/W,0.025,30,1e-07,1.08403387636491
MgO,40:60 EG/W,0.03,30,1e-07,1.10140876977265
MgO,40:60 EG/W,0.035,30,1e-07,1.11898054644822
MgO,40:60 EG/W,0.04,30,1e-07,1.13675257192826
MgO,40:60 EG/W,0.045,30,1e-07,1.15472828889666
MgO,40:60 EG/W,0.05,30,1e-07,1.17291121940776
SiC,40:60 EG/W,0.005,30,1e-07,1.01691092888161
SiC,40:60 EG/W,0.01,30,1e-07,1.03401359157259
SiC,40:60 EG/W,0.015,30,1e-07,1.05131126744118
SiC,40:60 EG/W,0.02,30,1e-07,1.06880731107049
SiC,40:60 EG/W,0.025,30,1e-07,1.08650515442727
SiC,40:60 EG/W,0.03,30,1e-07,1.10440830910624
SiC,40:60 EG/W,0.035,30,1e-07,1.12252036865296
SiC,40:60 EG/W,0.04,30,1e-07,1.14084501096846
SiC,40:60 EG/W,0.045,30,1e-07,1.15938600079914
SiC,40:60 EG/W,0.05,30,1e-07,1.17814719231522
SiO2,40:60 EG/W,0.005,30,1e-07,1.00699809478379
SiO2,40:60 EG/W,0.01,30,1e-07,1.01402891479273
SiO2,40:60 EG/W,0.015,30,1e-07,1.02109269011449
SiO2,40:60 EG/W,0.02,30,1e-07,1.02818965299878
SiO2,40:60 EG/W,0.025,30,1e-07,1.0353200378828
SiO2,40:60 EG/W,0.03,30,1e-07,1.04248408141703
SiO2,40:60 EG/W,0.035,30,1e-07,1.04968202249145
SiO2,40:60 EG/W,0.04,30,1e-07,1.05691410226207
SiO2,40:60 EG/W,0.045,30,1e-07,1.06418056417786
SiO2,40:60 EG/W,0.05,30,1e-07,1.07148165400809
ZnO,40:60 EG/W,0.005,30,1e-07,1.01517867314338
ZnO,40:60 EG/W,0.01,30,1e-07,1.03051172210573
ZnO,40:60 EG/W,0.015,30,1e-07,1.04600151406083
ZnO,40:60 EG/W,0.02,30,1e-07,1.0616504648283
ZnO,40:60 EG/W,0.025,30,1e-07,1.07746104012954
ZnO,40:60 EG/W,0.03,30,1e-07,1.09343575688302
ZnO,40:60 EG/W,0.035,30,1e-07,1.10957718453989
ZnO,40:60 EG/W,0.04,30,1e-07,1.12588794646181
ZnO,40:60 EG/W,0.045,30,1e-07,1.14237072134229
ZnO,40:60 EG/W,0.05,30,1e-07,1.15902824467321
Al2O3,40:60 EG/W,0.005,30,1.25e-07,1.01592699355976
Al2O3,40:60 EG/W,0.01,30,1.25e-07,1.03202400247993
Al2O3,40:60 EG/W,0.015,30,1.25e-07,1.0482937636544
Al2O3,40:60 EG/W,0.02,30,1.25e-07,1.06473907303837
Al2O3,40:60 EG/W,0.025,30,1.25e-07,1.08136278725016
Al2O3,40:60 EG/W,0.03,30,1.25e-07,1.09816782522544
Al2O3,40:60 EG/W,0.035,30,1.25e-07,1.11515716992583
Al2O3,40:60 EG/W,0.04,30,1.25e-07,1.13233387010412
Al2O3,40:60 EG/W,0.045,30,1.25e-07,1.14970104212811
Al2O3,40:60 EG/W,0.05,30,1.25e-07,1.16726187186555
CuO,40:60 EG/W,0.005,30,1.25e-07,1.01585738315738
CuO,40:60 EG/W,0.01,30,1.25e-07,1.03188329485571
CuO,40:60 EG/W,0.015,30,1.25e-07,1.04808043607023
CuO,40:60 EG/W,0.02,30,1.25e-07,1.06445156580355
CuO,40:60 EG/W,0.025,30,1.25e-07,1.08099950265238
CuO,40:60 EG/W,0.03,30,1.25e-07,1.09772712642526
CuO,40:60 EG/W,0.035,30,1.25e-07,1.11463737981337
CuO,40:60 EG/W,0.04,30,1.25e-07,1.13173327011625
CuO,40:60 EG/W,0.045,30,1.25e-07,1.14901787102477
CuO,40:60 EG/W,0.05,30,1.25e-07,1.16649432446342
Fe,40:60 EG/W,0.005,30,1.25e-07,1.01626789849534
Fe,40:60 EG/W,0.01,30,1.25e-07,1.03271318860123
Fe,40:60 EG/W,0.015,30,1.25e-07,1.04933878774667
Fe,40:60 EG/W,0.02,30,1.25e-07,1.06614767768771
Fe,40:60 EG/W,0.025,30,1.25e-07,1.08314290629024
Fe,40:60 EG/W,0.03,30,1.25e-07,1.10032758937239
Fe,40:60 EG/W,0.035,30,1.25e-07,1.11770491260886
Fe,40:60 EG/W,0.04,30,1.25e-07,1.13527813349972
Fe,40:60 EG/W,0.045,30,1.25e-07,1.15305058340611
Fe,40:60 EG/W,0.05,30,1.25e-07,1.17102566965562
TiO2,40:60 EG/W,0.005,30,1.25e-07,1.01403522367063
TiO2,40:60 EG/W,0.01,30,1.25e-07,1.02820238962339
TiO2,40:60 EG/W,0.015,30,1.25e-07,1.04250336718871
TiO2,40:60 EG/W,0.02,30,1.25e-07,1.05694006117694
TiO2,40:60 EG/W,0.025,30,1.25e-07,1.07151441272414
TiO2,40:60 EG/W,0.03,30,1.25e-07,1.08622840016215
TiO2,40:60 EG/W,0.035,30,1.25e-07,1.10108403991382
TiO2,40:60 EG/W,0.04,30,1.25e-07,1.11608338741421
TiO2,40:60 EG/W,0.045,30,1.25e-07,1.13122853805862
TiO2,40:60 EG/W,0.05,30,1.25e-07,1.14652162817846
MgO,40:60 EG/W,0.005,30,1.25e-07,1.01607669883248
MgO,40:60 EG/W,0.01,30,1.25e-07,1.03232663284513
MgO,40:60 EG/W,0.015,30,1.25e-07,1.04875261726077
MgO,40:60 EG/W,0.02,30,1.25e-07,1.06535752863421
MgO,40:60 EG/W,0.025,30,1.25e-07,1.08214430653162
MgO,40:60 EG/W,0.03,30,1.25e-07,1.09911595526537
MgO,40:60 EG/W,0.035,30,1.25e-07,1.11627554568653
MgO,40:60 EG/W,0.04,30,1.25e-07,1.13362621703718
MgO,40:60 EG/W,0.045,30,1.25e-07,1.15117117886503
MgO,40:60 EG/W,0.05,30,1.25e-07,1.16891371300266
SiC,40:60 EG/W,0.005,30,1.25e-07,1.01652403470534
SiC,40:60 EG/W,0.01,30,1.25e-07,1.03323110673099
SiC,40:60 EG/W,0.015,30,1.25e-07,1.05012427428123
SiC,40:60 EG/W,0.02,30,1.25e-07,1.0672066640709
SiC,40:60 EG/W,0.025,30,1.25e-07,1.08448147325473
SiC,40:60 EG/W,0.03,30,1.25e-07,1.10195197142214
SiC,40:60 EG/W,0.035,30,1.25e-07,1.11962150266032
SiC,40:60 EG/W,0.04,30,1.25e-07,1.13749348768814
SiC,40:60 EG/W,0.045,30,1.25e-07,1.15557142606391
SiC,40:60 EG/W,0.05,30,1.25e-07,1.17385889846986
SiO2,40:60 EG/W,0.005,30,1.25e-07,1.00689950516599
SiO2,40:60 EG/W,0.01,30,1.25e-07,1.01383081893422
SiO2,40:60 EG/W,0.015,30,1.25e-07,1.02079416178241
SiO2,40:60 EG/W,0.02,30,1.25e-07,1.02778975623065
SiO2,40:60 EG/W,0.025,30,1.25e-07,1.03481782686507
SiO2,40:60 EG/W,0.03,30,1.25e-07,1.04187860036186
SiO2,40:60 EG/W,0.035,30,1.25e-07,1.04897230551169
SiO2,40:60 EG/W,0.04,30,1.25e-07,1.05609917324437
SiO2,40:60 EG/W,0.045,30,1.25e-07,1.06325943665392
SiO2,40:60 EG/W,0.05,30,1.25e-07,1.07045333102402
ZnO,40:60 EG/W,0.005,30,1.25e-07,1.01487083849471
ZnO,40:60 EG/W,0.01,30,1.25e-07,1.02988983931377
ZnO,40:60 EG/W,0.015,30,1.25e-07,1.04505922781717
ZnO,40:60 EG/W,0.02,30,1.25e-07,1.0603812741549
ZnO,40:60 EG/W,0.025,30,1.25e-07,1.07585829439954
ZnO,40:60 EG/W,0.03,30,1.25e-07,1.09149265171339
ZnO,40:60 EG/W,0.035,30,1.25e-07,1.10728675755129
ZnO,40:60 EG/W,0.04,30,1.25e-07,1.12324307290063
ZnO,40:60 EG/W,0.045,30,1.25e-07,1.13936410955963
ZnO,40:60 EG/W,0.05,30,1.25e-07,1.15565243145554
Al2O3,40:60 EG/W,0.005,30,1.5e-07,1.01569377888588
Al2O3,40:60 EG/W,0.01,30,1.5e-07,1.03155261770695
Al2O3,40:60 EG/W,0.015,30,1.5e-07,1.04757913426615
Al2O3,40:60 EG/W,0.02,30,1.5e-07,1.06377600201742
Al2O3,40:60 EG/W,0.025,30,1.5e-07,1.08014595155243
Al2O3,40:60 EG/W,0.03,30,1.5e-07,1.09669177213525
Al2O3,40:60 EG/W,0.035,30,1.5e-07,1.11341631328673
Al2O3,40:60 EG/W,0.04,30,1.5e-07,1.13032248642046
Al2O3,40:60 EG/W,0.045,30,1.5e-07,1.14741326653243
Al2O3,40:60 EG/W,0.05,30,1.5e-07,1.16469169394623
CuO,40:60 EG/W,0.005,30,1.5e-07,1.01562638154951
CuO,40:60 EG/W,0.01,30,1.5e-07,1.03141640467447
CuO,40:60 EG/W,0.015,30,1.5e-07,1.0473726534201
CuO,40:60 EG/W,0.02,30,1.5e-07,1.0634977665253
CuO,40:60 EG/W,0.025,30,1.5e-07,1.07979443887745
CuO,40:60 EG/W,0.03,30,1.5e-07,1.09626542301378
CuO,40:60 EG/W,0.035,30,1.5e-07,1.11291353067131
CuO,40:60 EG/W,0.04,30,1.5e-07,1.12974163438691
CuO,40:60 EG/W,0.045,30,1.5e-07,1.14675266914969
CuO,40:60 EG/W,0.05,30,1.5e-07,1.16394963410749
Fe,40:60 EG/W,0.005,30,1.5e-07,1.01602318220272
Fe,40:60 EG/W,0.01,30,1.5e-07,1.03221844507737
Fe,40:60 EG/W,0.015,30,1.5e-07,1.04858857567551
Fe,40:60 EG/W,0.02,30,1.5e-07,1.0651364215616
Fe,40:60 EG/W,0.025,30,1.5e-07,1.08186489246422
Fe,40:60 EG/W,0.03,30,1.5e-07,1.09877696198177
Fe,40:60 EG/W,0.035,30,1.5e-07,1.1158756693446
Fe,40:60 EG/W,0.04,30,1.5e-07,1.13316412123577
Fe,40:60 EG/W,0.045,30,1.5e-07,1.15064549367287
Fe,40:60 EG/W,0.05,30,1.5e-07,1.16832303395305
TiO2,40:60 EG/W,0.005,30,1.5e-07,1.01385315814645
TiO2,40:60 EG/W,0.01,30,1.5e-07,1.02783484981841
TiO2,40:60 EG/W,0.015,30,1.5e-07,1.04194687220899
TiO2,40:60 EG/W,0.02,30,1.5e-07,1.05619105617338
TiO2,40:60 EG/W,0.025,30,1.5e-07,1.07056926702067
TiO2,40:60 EG/W,0.03,30,1.5e-07,1.08508340532811
TiO2,40:60 EG/W,0.035,30,1.5e-07,1.09973540777866
TiO2,40:60 EG/W,0.04,30,1.5e-07,1.11452724802244
TiO2,40:60 EG/W,0.045,30,1.5e-07,1.12946093756297
TiO2,40:60 EG/W,0.05,30,1.5e-07,1.1445385266691
MgO,40:60 EG/W,0.005,30,1.5e-07,1.01583858436209
MgO,40:60 EG/W,0.01,30,1.5e-07,1.03184529686448
MgO,40:60 EG/W,0.015,30,1.5e-07,1.04802282883682
MgO,40:60 EG/W,0.02,30,1.5e-07,1.06437392935922
MgO,40:60 EG/W,0.025,30,1.5e-07,1.08090140681966
MgO,40:60 EG/W,0.03,30,1.5e-07,1.09760813052201
MgO,40:60 EG/W,0.035,30,1.5e-07,1.11449703234666
MgO,40:60 EG/W,0.04,30,1.5e-07,1.1315711084658
MgO,40:60 EG/W,0.045,30,1.5e-07,1.14883342111539
MgO,40:60 EG/W,0.05,30,1.5e-07,1.16628710042613
SiC,40:60 EG/W,0.005,30,1.5e-07,1.01626944890038
SiC,40:60 EG/W,0.01,30,1.5e-07,1.03271632331757
SiC,40:60 EG/W,0.015,30,1.5e-07,1.04934354151935
SiC,40:60 EG/W,0.02,30,1.5e-07,1.06615408612528
SiC,40:60 EG/W,0.025,30,1.5e-07,1.08315100589036
SiC,40:60 EG/W,0.03,30,1.5e-07,1.10033741754827
