particle,fluid,phi,T,size,k_ratio
CuO,60:40 EG/W,0.03,35,1.25E-07,1.197124942
CuO,40:60 EG/W,0.03,35,1.00E-07,1.197253438
CuO,H2O,0.04,45,1.50E-07,1.197411493
CuO,40:60 EG/W,0.04,30,8.00E-08,1.197412702
CuO,60:40 EG/W,0.04,30,1.00E-07,1.197498697
CuO,H2O,0.015,50,9.00E-08,1.197508832
CuO,H2O,0.04,35,7.00E-08,1.197667449
CuO,H2O,0.035,35,6.00E-08,1.197760354
CuO,40:60 EG/W,0.05,30,1.25E-07,1.197817655
CuO,40:60 EG/W,0.03,40,1.50E-07,1.197854465
CuO,H2O,0.035,40,9.00E-08,1.197984014
CuO,60:40 EG/W,0.02,35,9.00E-08,1.197989376
CuO,EG,0.015,30,4.00E-08,1.1980419
CuO,60:40 EG/W,0.01,45,1.25E-07,1.198047147
Al2O3,H2O,0.015,30,1.25E-07,1.198120135
CuO,40:60 EG/W,0.01,45,1.00E-07,1.198175652
CuO,H2O,0.05,30,6.00E-08,1.198210677
CuO,H2O,0.01,50,7.00E-08,1.198234405
CuO,H2O,0.045,40,1.25E-07,1.198294565
CuO,40:60 EG/W,0.015,35,6.00E-08,1.198345186
CuO,H2O,0.025,50,1.25E-07,1.198371374
CuO,40:60 EG/W,0.025,30,5.00E-08,1.198373564
CuO,EG,0.05,30,1.50E-07,1.198448956
CuO,H2O,0.035,45,1.25E-07,1.198503092
CuO,EG,0.04,30,9.00E-08,1.198687585
CuO,40:60 EG/W,0.015,40,9.00E-08,1.19871775
CuO,H2O,0.04,30,4.00E-08,1.198809128
CuO,H2O,0.02,45,8.00E-08,1.19881313
CuO,EG,0.025,40,1.50E-07,1.199086972
CuO,H2O,0.045,35,8.00E-08,1.199190958
CuO,H2O,0.05,35,1.00E-07,1.199231481
CuO,60:40 EG/W,0.05,30,1.50E-07,1.199333983
CuO,40:60 EG/W,0.01,40,7.00E-08,1.199354823
CuO,H2O,0.03,30,3.00E-08,1.199586699
CuO,60:40 EG/W,0.03,30,7.00E-08,1.199620335
CuO,H2O,0.05,40,1.50E-07,1.199745153
CuO,40:60 EG/W,0.025,40,1.25E-07,1.199790683
CuO,40:60 EG/W,0.045,30,9.00E-08,1.199864775
CuO,40:60 EG/W,0.015,45,1.25E-07,1.199903471
CuO,H2O,0.04,40,1.00E-07,1.199985901
CuO,H2O,0.03,35,5.00E-08,1.200084648
CuO,60:40 EG/W,0.035,30,8.00E-08,1.200130295
CuO,40:60 EG/W,0.02,45,1.50E-07,1.200134869
CuO,60:40 EG/W,0.025,30,6.00E-08,1.200283853
CuO,EG,0.02,40,1.25E-07,1.200320471
CuO,EG,0.015,45,1.50E-07,1.200387038
CuO,40:60 EG/W,0.02,35,7.00E-08,1.200503034
CuO,EG,0.04,35,1.50E-07,1.200888293
CuO,EG,0.02,35,8.00E-08,1.200926259
CuO,40:60 EG/W,0.045,35,1.50E-07,1.20112633
CuO,H2O,0.025,45,9.00E-08,1.201156115
CuO,40:60 EG/W,0.04,35,1.25E-07,1.201157431
CuO,EG,0.01,40,8.00E-08,1.20136741
CuO,60:40 EG/W,0.025,35,1.00E-07,1.20147758
CuO,EG,0.035,35,1.25E-07,1.201587585
CuO,60:40 EG/W,0.04,30,9.00E-08,1.201643262
CuO,EG,0.01,30,3.00E-08,1.201730902
CuO,40:60 EG/W,0.025,35,8.00E-08,1.20183515
CuO,EG,0.045,30,1.00E-07,1.20191703
CuO,H2O,0.05,35,9.00E-08,1.201956783
CuO,60:40 EG/W,0.025,40,1.50E-07,1.202317366
CuO,60:40 EG/W,0.02,30,5.00E-08,1.202322237
CuO,EG,0.035,30,7.00E-08,1.20250913
CuO,EG,0.05,30,1.25E-07,1.202677742
CuO,40:60 EG/W,0.04,30,7.00E-08,1.202750063
CuO,H2O,0.01,45,5.00E-08,1.202880001
CuO,H2O,0.05,30,5.00E-08,1.202911925
CuO,60:40 EG/W,0.015,35,7.00E-08,1.20300509
CuO,H2O,0.03,45,1.00E-07,1.203022298
Al2O3,60:40 EG/W,0.01,30,1.25E-07,1.203027836
CuO,EG,0.015,40,1.00E-07,1.203050667
CuO,60:40 EG/W,0.04,35,1.50E-07,1.203072574
CuO,40:60 EG/W,0.03,35,9.00E-08,1.203100882
CuO,60:40 EG/W,0.015,45,1.50E-07,1.203108054
CuO,H2O,0.02,50,1.00E-07,1.203160784
CuO,EG,0.03,30,6.00E-08,1.203212935
CuO,40:60 EG/W,0.02,30,4.00E-08,1.203227839
CuO,40:60 EG/W,0.05,30,1.00E-07,1.203266362
CuO,EG,0.04,30,8.00E-08,1.203335822
CuO,40:60 EG/W,0.035,30,6.00E-08,1.203449675
CuO,EG,0.025,35,9.00E-08,1.203566703
CuO,H2O,0.035,50,1.50E-07,1.203669316
CuO,H2O,0.045,35,7.00E-08,1.203740194
CuO,40:60 EG/W,0.045,30,8.00E-08,1.203750748
CuO,H2O,0.035,40,8.00E-08,1.203770343
CuO,60:40 EG/W,0.05,30,1.25E-07,1.203791073
CuO,H2O,0.045,45,1.50E-07,1.203816805
CuO,H2O,0.015,35,3.00E-08,1.203880445
CuO,60:40 EG/W,0.045,30,1.00E-07,1.204024224
CuO,H2O,0.04,35,6.00E-08,1.204057942
CuO,H2O,0.03,40,7.00E-08,1.204138143
CuO,40:60 EG/W,0.01,50,1.25E-07,1.20416272
CuO,60:40 EG/W,0.02,40,1.25E-07,1.20423456
Al2O3,40:60 EG/W,0.01,30,1.00E-07,1.204411403
CuO,H2O,0.04,40,9.00E-08,1.204430097
CuO,H2O,0.045,30,4.00E-08,1.204433281
CuO,EG,0.01,35,5.00E-08,1.204453695
CuO,40:60 EG/W,0.02,40,1.00E-07,1.204477284
CuO,H2O,0.05,40,1.25E-07,1.204612964
CuO,40:60 EG/W,0.035,35,1.00E-07,1.204614354
CuO,60:40 EG/W,0.035,35,1.25E-07,1.204640301
Al2O3,H2O,0.01,35,9.00E-08,1.204683276
CuO,H2O,0.04,45,1.25E-07,1.205014243
CuO,H2O,0.05,35,8.00E-08,1.205178295
CuO,40:60 EG/W,0.035,40,1.50E-07,1.205330945
CuO,EG,0.045,30,9.00E-08,1.205373408
CuO,H2O,0.025,40,6.00E-08,1.205710782
CuO,EG,0.03,35,1.00E-07,1.205742118
CuO,H2O,0.025,35,4.00E-08,1.205751182
CuO,60:40 EG/W,0.015,30,4.00E-08,1.205902511
CuO,EG,0.025,30,5.00E-08,1.20595073
CuO,H2O,0.045,40,1.00E-07,1.20597686
CuO,40:60 EG/W,0.05,30,9.00E-08,1.206058126
CuO,H2O,0.035,30,3.00E-08,1.206109933
CuO,60:40 EG/W,0.02,35,8.00E-08,1.206406708
CuO,40:60 EG/W,0.03,30,5.00E-08,1.206496492
CuO,60:40 EG/W,0.04,30,8.00E-08,1.206542448
CuO,60:40 EG/W,0.01,40,8.00E-08,1.206580001
CuO,60:40 EG/W,0.035,30,7.00E-08,1.206682068
CuO,H2O,0.03,50,1.25E-07,1.206704141
CuO,EG,0.01,50,1.50E-07,1.206785742
CuO,H2O,0.035,35,5.00E-08,1.206836616
CuO,H2O,0.015,50,8.00E-08,1.206876773
CuO,H2O,0.015,45,6.00E-08,1.207252491
CuO,40:60 EG/W,0.01,45,9.00E-08,1.207320354
CuO,40:60 EG/W,0.045,35,1.25E-07,1.207366552
CuO,40:60 EG/W,0.05,35,1.50E-07,1.207486057
CuO,EG,0.045,35,1.50E-07,1.20763051
CuO,60:40 EG/W,0.045,30,9.00E-08,1.207667205
CuO,60:40 EG/W,0.015,40,1.00E-07,1.207688518
CuO,EG,0.03,40,1.50E-07,1.207891421
CuO,60:40 EG/W,0.01,50,1.50E-07,1.208036487
CuO,40:60 EG/W,0.015,40,8.00E-08,1.208108675
CuO,40:60 EG/W,0.03,40,1.25E-07,1.208233051
CuO,60:40 EG/W,0.025,35,9.00E-08,1.208351458
CuO,EG,0.05,30,1.00E-07,1.20840649
CuO,EG,0.04,35,1.25E-07,1.208413974
CuO,60:40 EG/W,0.03,30,6.00E-08,1.208423126
CuO,40:60 EG/W,0.045,30,7.00E-08,1.20844217
CuO,H2O,0.02,45,7.00E-08,1.208553203
CuO,H2O,0.02,40,5.00E-08,1.208697306
CuO,H2O,0.02,30,2.00E-08,1.208772341
CuO,40:60 EG/W,0.015,50,1.50E-07,1.208818021
CuO,EG,0.04,30,7.00E-08,1.208947502
CuO,H2O,0.025,45,8.00E-08,1.208958612
CuO,H2O,0.05,35,7.00E-08,1.209067531
CuO,EG,0.015,35,6.00E-08,1.209098191
CuO,60:40 EG/W,0.045,35,1.50E-07,1.209255584
CuO,H2O,0.03,45,9.00E-08,1.209273434
CuO,H2O,0.05,30,4.00E-08,1.20928072
CuO,40:60 EG/W,0.05,30,8.00E-08,1.2093582
CuO,40:60 EG/W,0.04,30,6.00E-08,1.209371468
CuO,H2O,0.045,35,6.00E-08,1.20938387
CuO,EG,0.045,30,8.00E-08,1.209459104
CuO,H2O,0.05,45,1.50E-07,1.20949737
CuO,H2O,0.04,40,8.00E-08,1.209683468
CuO,H2O,0.04,50,1.50E-07,1.209794166
CuO,60:40 EG/W,0.03,35,1.00E-07,1.20980159
CuO,60:40 EG/W,0.05,30,1.00E-07,1.209829104
CuO,H2O,0.035,45,1.00E-07,1.209830799
CuO,H2O,0.045,40,9.00E-08,1.209913052
CuO,40:60 EG/W,0.03,35,8.00E-08,1.210012996
CuO,40:60 EG/W,0.035,35,9.00E-08,1.210028214
CuO,EG,0.035,30,6.00E-08,1.21022077
CuO,40:60 EG/W,0.025,45,1.50E-07,1.210550998
CuO,H2O,0.045,45,1.25E-07,1.210563665
CuO,40:60 EG/W,0.025,35,7.00E-08,1.21066651
CuO,EG,0.02,35,7.00E-08,1.210670067
CuO,40:60 EG/W,0.04,35,1.00E-07,1.210729732
CuO,60:40 EG/W,0.01,30,3.00E-08,1.210745114
CuO,60:40 EG/W,0.03,40,1.50E-07,1.210751514
CuO,H2O,0.035,40,7.00E-08,1.210756008
CuO,EG,0.025,40,1.25E-07,1.210919322
CuO,60:40 EG/W,0.04,35,1.25E-07,1.210921245
CuO,H2O,0.02,50,9.00E-08,1.211028563
Al2O3,H2O,0.01,40,1.25E-07,1.211049451
CuO,H2O,0.05,40,1.00E-07,1.211207402
CuO,H2O,0.04,30,3.00E-08,1.21131158
CuO,EG,0.05,30,9.00E-08,1.21134174
CuO,EG,0.025,35,8.00E-08,1.21135776
CuO,40:60 EG/W,0.04,40,1.50E-07,1.21156607
CuO,EG,0.02,30,4.00E-08,1.211583769
CuO,EG,0.015,40,9.00E-08,1.211620416
CuO,60:40 EG/W,0.01,35,5.00E-08,1.211675333
CuO,H2O,0.01,50,6.00E-08,1.211827675
CuO,40:60 EG/W,0.02,35,6.00E-08,1.21185259
Al2O3,H2O,0.01,30,5.00E-08,1.211922811
CuO,EG,0.03,35,9.00E-08,1.211969988
CuO,60:40 EG/W,0.045,30,8.00E-08,1.21197348
CuO,H2O,0.04,35,5.00E-08,1.212280404
CuO,60:40 EG/W,0.025,30,5.00E-08,1.212296494
CuO,40:60 EG/W,0.02,40,9.00E-08,1.212355829
CuO,40:60 EG/W,0.015,30,3.00E-08,1.212418864
CuO,60:40 EG/W,0.04,30,7.00E-08,1.212457091
CuO,40:60 EG/W,0.01,35,4.00E-08,1.212684051
CuO,40:60 EG/W,0.05,35,1.25E-07,1.212820952
CuO,EG,0.035,35,1.00E-07,1.212841277
CuO,40:60 EG/W,0.035,30,5.00E-08,1.212886978
CuO,60:40 EG/W,0.05,30,9.00E-08,1.212922823
CuO,40:60 EG/W,0.01,40,6.00E-08,1.212993952
CuO,40:60 EG/W,0.025,30,4.00E-08,1.213058785
CuO,40:60 EG/W,0.015,35,5.00E-08,1.213083961
CuO,EG,0.01,40,7.00E-08,1.213226948
CuO,H2O,0.025,50,1.00E-07,1.213230047
CuO,H2O,0.015,40,4.00E-08,1.21326981
CuO,H2O,0.035,50,1.25E-07,1.213328131
CuO,40:60 EG/W,0.05,30,7.00E-08,1.213342283
CuO,H2O,0.03,35,4.00E-08,1.213365016
CuO,H2O,0.03,40,6.00E-08,1.213482725
CuO,40:60 EG/W,0.02,45,1.25E-07,1.213623736
CuO,EG,0.05,35,1.50E-07,1.213648756
Al2O3,EG,0.01,30,1.00E-07,1.213827301
Al2O3,40:60 EG/W,0.01,30,9.00E-08,1.213885419
CuO,H2O,0.05,35,6.00E-08,1.213892426
CuO,EG,0.03,30,5.00E-08,1.213959067
CuO,40:60 EG/W,0.045,30,6.00E-08,1.214262237
CuO,EG,0.045,35,1.25E-07,1.214276711
CuO,EG,0.02,45,1.50E-07,1.214361477
Al2O3,40:60 EG/W,0.01,35,1.50E-07,1.214380053
CuO,EG,0.045,30,7.00E-08,1.214391646
CuO,EG,0.01,45,1.00E-07,1.2145017
CuO,60:40 EG/W,0.025,40,1.25E-07,1.214528556
CuO,H2O,0.045,40,8.00E-08,1.214565926
CuO,H2O,0.05,40,9.00E-08,1.214586207
CuO,40:60 EG/W,0.025,40,1.00E-07,1.214650392
CuO,60:40 EG/W,0.05,35,1.50E-07,1.214673222
CuO,60:40 EG/W,0.035,30,6.00E-08,1.214810044
CuO,EG,0.05,30,8.00E-08,1.214811425
CuO,H2O,0.045,50,1.50E-07,1.21490292
CuO,40:60 EG/W,0.035,40,1.25E-07,1.214956142
CuO,EG,0.035,40,1.50E-07,1.21501031
CuO,EG,0.015,45,1.25E-07,1.215254273
CuO,H2O,0.05,45,1.25E-07,1.215304625
CuO,H2O,0.04,45,1.00E-07,1.215313708
Al2O3,H2O,0.01,35,8.00E-08,1.215353755
CuO,H2O,0.045,30,3.00E-08,1.215422658
CuO,40:60 EG/W,0.04,35,9.00E-08,1.215634311
CuO,H2O,0.035,45,9.00E-08,1.215634799
CuO,60:40 EG/W,0.015,35,6.00E-08,1.215728917
CuO,40:60 EG/W,0.045,35,1.00E-07,1.215820198
CuO,EG,0.04,30,6.00E-08,1.215909221
CuO,H2O,0.04,40,7.00E-08,1.21602571
CuO,60:40 EG/W,0.045,35,1.25E-07,1.21618703
CuO,60:40 EG/W,0.03,35,9.00E-08,1.21629675
CuO,60:40 EG/W,0.035,35,1.00E-07,1.216376984
Al2O3,H2O,0.015,30,1.00E-07,1.216378598
CuO,40:60 EG/W,0.035,35,8.00E-08,1.216427799
CuO,60:40 EG/W,0.025,35,8.00E-08,1.216476896
CuO,60:40 EG/W,0.015,40,9.00E-08,1.216532648
CuO,60:40 EG/W,0.02,35,7.00E-08,1.216568706
CuO,60:40 EG/W,0.05,30,8.00E-08,1.216579829
CuO,H2O,0.045,35,5.00E-08,1.216645424
CuO,H2O,0.03,45,8.00E-08,1.216662743
CuO,40:60 EG/W,0.045,40,1.50E-07,1.216780111
CuO,60:40 EG/W,0.02,45,1.50E-07,1.216905372
CuO,EG,0.02,40,1.00E-07,1.216907372
CuO,H2O,0.02,35,3.00E-08,1.217063935
CuO,60:40 EG/W,0.045,30,7.00E-08,1.21717232
CuO,60:40 EG/W,0.035,40,1.50E-07,1.217437999
CuO,40:60 EG/W,0.04,30,5.00E-08,1.217891037
CuO,60:40 EG/W,0.01,45,1.00E-07,1.217964036
CuO,H2O,0.025,30,2.00E-08,1.218097536
CuO,40:60 EG/W,0.01,45,8.00E-08,1.218130074
CuO,H2O,0.015,50,7.00E-08,1.218186414
CuO,60:40 EG/W,0.015,45,1.25E-07,1.218277091
CuO,40:60 EG/W,0.05,30,6.00E-08,1.218284843
CuO,40:60 EG/W,0.015,45,1.00E-07,1.218318171
CuO,40:60 EG/W,0.03,35,7.00E-08,1.21835779
CuO,H2O,0.025,45,7.00E-08,1.218378338
CuO,H2O,0.025,40,5.00E-08,1.218418145
CuO,40:60 EG/W,0.03,45,1.50E-07,1.218526497
CuO,H2O,0.05,40,8.00E-08,1.218580207
CuO,H2O,0.04,50,1.25E-07,1.218585556
CuO,EG,0.035,35,9.00E-08,1.218607354
CuO,EG,0.04,35,1.00E-07,1.218609034
CuO,H2O,0.05,30,3.00E-08,1.218613198
CuO,60:40 EG/W,0.01,40,7.00E-08,1.21881925
CuO,EG,0.05,30,7.00E-08,1.219000274
CuO,EG,0.03,40,1.25E-07,1.219086905
CuO,H2O,0.01,40,3.00E-08,1.219131189
CuO,H2O,0.035,35,4.00E-08,1.219132254
CuO,H2O,0.05,50,1.50E-07,1.219156323
CuO,60:40 EG/W,0.02,30,4.00E-08,1.219210118
CuO,EG,0.05,35,1.25E-07,1.219330731
CuO,EG,0.03,35,8.00E-08,1.219331794
CuO,H2O,0.035,40,6.00E-08,1.21942226
CuO,40:60 EG/W,0.015,40,7.00E-08,1.219446062
CuO,H2O,0.01,35,2.00E-08,1.219668854
CuO,H2O,0.045,45,1.00E-07,1.219703654
CuO,60:40 EG/W,0.03,30,5.00E-08,1.21974942
CuO,60:40 EG/W,0.04,30,6.00E-08,1.219794659
CuO,40:60 EG/W,0.05,35,1.00E-07,1.220048149
CuO,H2O,0.05,35,5.00E-08,1.220100478
CuO,EG,0.035,30,5.00E-08,1.220143112
CuO,40:60 EG/W,0.045,35,9.00E-08,1.22015161
CuO,H2O,0.045,40,7.00E-08,1.220183203
CuO,40:60 EG/W,0.04,40,1.25E-07,1.220304727
CuO,H2O,0.02,50,8.00E-08,1.220328866
CuO,40:60 EG/W,0.03,30,4.00E-08,1.220342669
CuO,EG,0.045,30,6.00E-08,1.220510842
CuO,H2O,0.04,45,9.00E-08,1.220590867
CuO,60:40 EG/W,0.05,35,1.25E-07,1.220599058
CuO,H2O,0.02,45,6.00E-08,1.220636509
CuO,EG,0.025,35,7.00E-08,1.220763675
CuO,EG,0.04,40,1.50E-07,1.220783298
CuO,H2O,0.03,50,1.00E-07,1.220785329
CuO,H2O,0.025,50,9.00E-08,1.220843216
CuO,60:40 EG/W,0.05,30,7.00E-08,1.220994825
CuO,40:60 EG/W,0.05,40,1.50E-07,1.221135164
CuO,60:40 EG/W,0.02,40,1.00E-07,1.22135253
CuO,EG,0.025,30,4.00E-08,1.221390713
CuO,40:60 EG/W,0.04,35,8.00E-08,1.221431889
CuO,60:40 EG/W,0.04,35,1.00E-07,1.221553862
CuO,40:60 EG/W,0.025,35,6.00E-08,1.221622489
CuO,40:60 EG/W,0.02,40,8.00E-08,1.221668856
CuO,EG,0.015,40,8.00E-08,1.2217505
CuO,40:60 EG/W,0.045,30,5.00E-08,1.221750748
CuO,EG,0.015,30,3.00E-08,1.221773652
CuO,40:60 EG/W,0.025,40,9.00E-08,1.222264091
CuO,40:60 EG/W,0.03,40,1.00E-07,1.222292951
CuO,60:40 EG/W,0.03,40,1.25E-07,1.222305449
CuO,60:40 EG/W,0.035,35,9.00E-08,1.222390532
CuO,H2O,0.035,45,8.00E-08,1.222495561
CuO,40:60 EG/W,0.02,50,1.50E-07,1.222539574
CuO,H2O,0.045,50,1.25E-07,1.222715591
CuO,60:40 EG/W,0.04,40,1.50E-07,1.222727203
CuO,EG,0.02,35,6.00E-08,1.222758008
CuO,H2O,0.015,45,5.00E-08,1.222919945
CuO,H2O,0.05,45,1.00E-07,1.22317173
CuO,EG,0.045,35,1.00E-07,1.223280339
CuO,H2O,0.05,40,7.00E-08,1.223402046
CuO,H2O,0.04,35,4.00E-08,1.223419394
CuO,H2O,0.01,45,4.00E-08,1.22345131
Al2O3,60:40 EG/W,0.01,30,1.00E-07,1.22351825
CuO,40:60 EG/W,0.025,45,1.25E-07,1.223596222
CuO,60:40 EG/W,0.045,30,6.00E-08,1.223621878
CuO,EG,0.01,50,1.25E-07,1.223697504
CuO,40:60 EG/W,0.05,35,9.00E-08,1.223751162
Al2O3,EG,0.01,30,9.00E-08,1.223788244
CuO,EG,0.04,35,9.00E-08,1.223832698
CuO,H2O,0.04,40,6.00E-08,1.223893746
CuO,60:40 EG/W,0.03,35,8.00E-08,1.223974513
CuO,40:60 EG/W,0.035,35,7.00E-08,1.224153832
CuO,EG,0.05,30,6.00E-08,1.224196862
CuO,H2O,0.045,45,9.00E-08,1.224386729
CuO,EG,0.01,45,9.00E-08,1.224503521
CuO,40:60 EG/W,0.045,40,1.25E-07,1.224519876
CuO,40:60 EG/W,0.015,50,1.25E-07,1.224560785
CuO,EG,0.025,45,1.50E-07,1.224599228
CuO,40:60 EG/W,0.035,45,1.50E-07,1.224632561
CuO,40:60 EG/W,0.05,30,5.00E-08,1.224644291
CuO,H2O,0.03,30,2.00E-08,1.224747866
CuO,EG,0.015,35,5.00E-08,1.224795848
CuO,40:60 EG/W,0.01,50,1.00E-07,1.224824917
CuO,EG,0.04,30,5.00E-08,1.224866661
Al2O3,40:60 EG/W,0.01,30,8.00E-08,1.225084414
CuO,EG,0.01,35,4.00E-08,1.225091583
CuO,60:40 EG/W,0.01,50,1.25E-07,1.225095822
Al2O3,H2O,0.01,45,1.50E-07,1.225248704
CuO,60:40 EG/W,0.035,30,5.00E-08,1.225268074
CuO,40:60 EG/W,0.045,35,8.00E-08,1.225271662
CuO,EG,0.035,40,1.25E-07,1.225393107
CuO,EG,0.02,40,9.00E-08,1.225406037
CuO,EG,0.035,35,8.00E-08,1.225423287
CuO,EG,0.045,40,1.50E-07,1.225447925
CuO,H2O,0.03,40,5.00E-08,1.225506127
CuO,40:60 EG/W,0.02,30,3.00E-08,1.225559083
CuO,60:40 EG/W,0.045,35,1.00E-07,1.225577079
CuO,H2O,0.03,45,7.00E-08,1.225583639
Al2O3,H2O,0.015,35,1.50E-07,1.225601628
CuO,40:60 EG/W,0.035,30,4.00E-08,1.225671717
Al2O3,H2O,0.015,30,9.00E-08,1.225733723
CuO,H2O,0.05,50,1.25E-07,1.225894114
CuO,60:40 EG/W,0.025,35,7.00E-08,1.226286498
Al2O3,H2O,0.02,30,1.50E-07,1.226288673
CuO,H2O,0.025,35,3.00E-08,1.226346186
CuO,H2O,0.035,50,1.00E-07,1.226412955
CuO,40:60 EG/W,0.02,35,5.00E-08,1.226455733
CuO,60:40 EG/W,0.05,30,6.00E-08,1.226471966
CuO,H2O,0.045,35,4.00E-08,1.22648267
CuO,H2O,0.02,40,4.00E-08,1.226510825
CuO,H2O,0.04,45,8.00E-08,1.226828861
Al2O3,EG,0.01,35,1.50E-07,1.226851225
CuO,60:40 EG/W,0.045,40,1.50E-07,1.226864125
CuO,60:40 EG/W,0.025,45,1.50E-07,1.226884032
CuO,EG,0.025,40,1.00E-07,1.226948638
CuO,60:40 EG/W,0.015,40,8.00E-08,1.22698707
CuO,60:40 EG/W,0.04,35,9.00E-08,1.227001717
CuO,EG,0.05,35,1.00E-07,1.227028118
CuO,H2O,0.045,40,6.00E-08,1.227151866
CuO,H2O,0.05,45,9.00E-08,1.227202615
CuO,EG,0.015,50,1.50E-07,1.227503515
CuO,40:60 EG/W,0.015,45,9.00E-08,1.227753348
CuO,40:60 EG/W,0.05,40,1.25E-07,1.227778934
CuO,EG,0.045,35,9.00E-08,1.227893545
CuO,EG,0.01,40,6.00E-08,1.227939613
CuO,40:60 EG/W,0.035,40,1.00E-07,1.227995423
CuO,H2O,0.03,50,9.00E-08,1.228000136
CuO,40:60 EG/W,0.05,35,8.00E-08,1.2281284
CuO,60:40 EG/W,0.035,40,1.25E-07,1.228153225
CuO,60:40 EG/W,0.01,45,9.00E-08,1.228168893
CuO,EG,0.03,35,7.00E-08,1.228219487
Al2O3,H2O,0.01,35,7.00E-08,1.228235912
CuO,EG,0.045,30,5.00E-08,1.228384233
CuO,40:60 EG/W,0.04,35,7.00E-08,1.228431136
CuO,H2O,0.05,35,4.00E-08,1.228510543
CuO,EG,0.03,30,4.00E-08,1.228516882
CuO,60:40 EG/W,0.025,30,4.00E-08,1.228570051
CuO,60:40 EG/W,0.05,35,1.00E-07,1.228626806
CuO,60:40 EG/W,0.015,50,1.50E-07,1.228651902
CuO,40:60 EG/W,0.03,35,6.00E-08,1.228710145
CuO,EG,0.02,45,1.25E-07,1.229114635
CuO,60:40 EG/W,0.02,35,6.00E-08,1.229175442
CuO,EG,0.05,40,1.50E-07,1.229178988
CuO,60:40 EG/W,0.04,30,5.00E-08,1.229235694
CuO,40:60 EG/W,0.04,45,1.50E-07,1.229241784
CuO,H2O,0.01,50,5.00E-08,1.229317739
CuO,H2O,0.035,30,2.00E-08,1.229342264
CuO,H2O,0.05,40,6.00E-08,1.229383907
CuO,40:60 EG/W,0.04,30,4.00E-08,1.22943252
CuO,40:60 EG/W,0.03,40,9.00E-08,1.22949685
CuO,60:40 EG/W,0.035,35,8.00E-08,1.229498994
CuO,40:60 EG/W,0.01,30,2.00E-08,1.229649798
CuO,H2O,0.025,50,8.00E-08,1.229842549
CuO,H2O,0.045,45,8.00E-08,1.229922473
CuO,EG,0.04,35,8.00E-08,1.230007458
CuO,60:40 EG/W,0.05,40,1.50E-07,1.230029
CuO,H2O,0.025,45,6.00E-08,1.23006423
CuO,60:40 EG/W,0.02,40,9.00E-08,1.230123299
CuO,EG,0.04,40,1.25E-07,1.230209773
CuO,60:40 EG/W,0.045,35,9.00E-08,1.230388278
CuO,H2O,0.04,50,1.00E-07,1.230495274
CuO,40:60 EG/W,0.01,40,5.00E-08,1.230543023
CuO,H2O,0.035,40,5.00E-08,1.230572874
CuO,H2O,0.035,45,7.00E-08,1.230778357
CuO,40:60 EG/W,0.03,45,1.25E-07,1.2308809
CuO,EG,0.05,30,5.00E-08,1.23088316
CuO,60:40 EG/W,0.015,30,3.00E-08,1.230915493
CuO,EG,0.05,35,9.00E-08,1.230972044
CuO,60:40 EG/W,0.025,40,1.00E-07,1.231071089
CuO,40:60 EG/W,0.01,45,7.00E-08,1.231180333
CuO,40:60 EG/W,0.025,40,8.00E-08,1.231264052
CuO,40:60 EG/W,0.045,35,7.00E-08,1.23145295
CuO,H2O,0.02,50,7.00E-08,1.231556849
CuO,40:60 EG/W,0.045,30,4.00E-08,1.231895455
CuO,40:60 EG/W,0.02,45,1.00E-07,1.23189714
CuO,60:40 EG/W,0.045,30,5.00E-08,1.231920338
CuO,60:40 EG/W,0.02,45,1.25E-07,1.231958017
CuO,H2O,0.05,45,8.00E-08,1.231967421
Al2O3,40:60 EG/W,0.01,35,1.25E-07,1.232050606
CuO,60:40 EG/W,0.015,35,5.00E-08,1.232100294
CuO,40:60 EG/W,0.04,40,1.00E-07,1.232143008
CuO,EG,0.03,45,1.50E-07,1.232158717
CuO,H2O,0.015,50,6.00E-08,1.23221689
CuO,H2O,0.04,30,2.00E-08,1.232284675
CuO,40:60 EG/W,0.025,50,1.50E-07,1.232299731
CuO,EG,0.025,35,6.00E-08,1.232432433
CuO,60:40 EG/W,0.04,40,1.25E-07,1.232455489
Al2O3,H2O,0.01,40,1.00E-07,1.232568329
CuO,40:60 EG/W,0.045,45,1.50E-07,1.232614591
CuO,60:40 EG/W,0.05,35,9.00E-08,1.232739998
CuO,H2O,0.03,35,3.00E-08,1.232825331
CuO,40:60 EG/W,0.02,40,7.00E-08,1.232912201
CuO,40:60 EG/W,0.015,35,4.00E-08,1.23305062
CuO,H2O,0.035,50,9.00E-08,1.233117253
CuO,60:40 EG/W,0.01,35,4.00E-08,1.233198966
CuO,60:40 EG/W,0.03,35,7.00E-08,1.233243652
CuO,40:60 EG/W,0.05,30,4.00E-08,1.233259452
CuO,H2O,0.045,50,1.00E-07,1.233299438
CuO,EG,0.045,35,8.00E-08,1.2333467
CuO,40:60 EG/W,0.05,35,7.00E-08,1.233412912
CuO,60:40 EG/W,0.04,35,8.00E-08,1.233441488
CuO,40:60 EG/W,0.015,40,6.00E-08,1.23351096
CuO,60:40 EG/W,0.05,30,5.00E-08,1.233519244
Al2O3,H2O,0.01,30,4.00E-08,1.233535687
CuO,EG,0.035,30,4.00E-08,1.233584936
CuO,EG,0.035,35,7.00E-08,1.233651963
